composer1,composer2,linking_id
57915,1167204,3034
1167204,1331905,3034
28523,1167204,3034
1167204,1450489,3034
1167204,2524985,3034
1167204,1634356,3034
1167204,1963346,3034
587449,1167204,3034
55169,1167204,3034
31671,1167204,3034
1167204,1840181,3034
67500,1167204,3034
1167204,3559031,3034
53750,1167204,3034
1167204,1326787,3034
1167204,1438884,3034
37407,1167204,3034
1167204,1324901,3034
1167204,1604721,3034
36004,1167204,3034
52963,1167204,3034
68600,1167204,3034
1167204,2896001,3034
49879,1167204,3034
1167204,1324594,3034
1167204,1469091,3034
1167204,1589781,3034
45889,1167204,3034
1167204,1327532,3034
32450,1167204,3034
31670,1167204,3034
49696,1167204,3034
67329,1167204,3034
72377,1167204,3034
1167204,1168985,3034
35079,1167204,3034
1167204,1275130,3034
39698,1167204,3034
983164,1167204,3034
1167204,1599901,3034
1167204,1293304,3034
1167204,1317414,3034
1167204,3460962,3034
1167204,4303878,3034
1167204,2248261,3034
1167204,1556231,3034
1167204,1483013,3034
1167204,1323214,3034
1076,1167204,3034
1167204,1391784,3034
936265,1167204,3034
1167204,1882109,3034
1167204,1284676,3034
1167204,1845818,3034
6077,1167204,3034
1167204,4372689,3034
1167204,1796455,3034
1167204,1570008,3034
1167204,1326764,3034
1167204,1324554,3034
1167204,1502012,3034
72847,1167204,3034
1167204,1303333,3034
1167204,1615251,3034
1167204,1828746,3034
1167204,1404561,3034
1072117,1167204,3034
1167204,1679608,3034
1167204,1469093,3034
1167204,1651672,3034
1167204,1324427,3034
135677,1167204,3034
1167204,2318218,3034
1167204,1385354,3034
1167204,1842308,3034
1167204,1567636,3034
1167204,1828765,3034
1167204,1365557,3034
52388,1167204,3034
1167204,1649071,3034
1167204,2874597,3034
1167204,2262321,3034
1167204,1469094,3034
52548,1167204,3034
1167204,1324555,3034
1167204,1323331,3034
1167204,3567268,3034
52293,1167204,3034
1167204,1591324,3034
49011,1167204,3034
1167204,1328841,3034
1167204,1391783,3034
1167204,1436202,3034
1167204,1324909,3034
932836,1167204,3034
1167204,1329183,3034
1167204,2802049,3034
1167204,1794868,3034
1167204,1736231,3034
1167204,1502024,3034
1167204,1583267,3034
1167204,1943043,3034
1167204,1196802,3034
1167204,1469090,3034
1167204,1327273,3034
959460,1167204,3034
4524,1167204,3034
1167204,1416121,3034
1167204,1324908,3034
38638,1167204,3034
1167204,1324561,3034
17409,1167204,3034
1167204,1472645,3034
1167204,2582716,3034
1167204,4680678,3034
240705,1167204,3034
69601,1167204,3034
1167204,1596223,3034
1167204,1196003,3034
1167204,1606198,3034
42486,1167204,3034
2308,1167204,3034
51713,1167204,3034
1167204,1302631,3034
1167204,1882810,3034
1167204,4695887,3034
1167204,2201132,3034
1167204,1197329,3034
1167204,1314974,3034
1167204,1327546,3034
1167204,1820859,3034
1167204,1323330,3034
1167204,1458889,3034
1167204,1869591,3034
50225,1167204,3034
1167204,4287337,3034
1167204,1303395,3034
67186,1167204,3034
1167204,1943042,3034
1167204,1324239,3034
1167204,1182550,3034
1167204,1425113,3034
1167204,1324553,3034
1167204,2229087,3034
1006467,1167204,3034
1167204,4706243,3034
1167204,1469092,3034
43487,1167204,3034
34387,1167204,3034
1023809,1167204,3034
69600,1167204,3034
16229,1167204,3034
1167204,1327197,3034
1167204,2891527,3034
1167204,1209658,3034
1167204,2426559,3034
1167204,1469109,3034
1167204,2069791,3034
1167204,4254825,3034
56920,1167204,3034
1167204,1326811,3034
1167204,1366157,3034
23515,1167204,3034
1167204,3352437,3034
1167204,1591336,3034
22280,1167204,3034
1167204,1198082,3034
1167204,1913813,3034
1167204,1649102,3034
1167204,1327782,3034
1167204,1452476,3034
1167204,1318215,3034
1167204,1388507,3034
49330,1167204,3034
1167204,1649096,3034
1167204,1604746,3034
1167204,1502015,3034
1167204,1820858,3034
47927,1167204,3034
38533,1167204,3034
1167204,2320788,3034
1167204,1545555,3034
1167204,1495275,3034
1167204,1641477,3034
1167204,1172478,3034
1090410,1167204,3034
36333,1167204,3034
38364,1322962,3034
38364,1314975,3034
15478,38364,3034
38364,1323220,3034
38364,48501,3034
36105,38364,3034
38364,1324195,3034
38364,1324237,3034
38364,1329068,3034
15360,38364,3034
38364,1328833,3034
38364,1157383,3034
38364,1323640,3034
38364,1324907,3034
38364,1371174,3034
23806,38364,3034
38364,1297384,3034
38364,1322942,3034
38364,1708087,3034
38364,1324896,3034
38364,1327556,3034
38364,1671565,3034
38364,1771767,3034
38364,57915,3034
38364,1331905,3034
28523,38364,3034
38364,1450489,3034
38364,2524985,3034
38364,1634356,3034
38364,1963346,3034
38364,587449,3034
38364,55169,3034
31671,38364,3034
38364,1840181,3034
38364,67500,3034
38364,3559031,3034
38364,53750,3034
38364,1326787,3034
38364,1438884,3034
37407,38364,3034
38364,1324901,3034
38364,1604721,3034
36004,38364,3034
38364,52963,3034
38364,68600,3034
38364,2896001,3034
38364,49879,3034
38364,1324594,3034
38364,1469091,3034
38364,1589781,3034
38364,45889,3034
38364,1327532,3034
32450,38364,3034
31670,38364,3034
38364,49696,3034
38364,67329,3034
38364,72377,3034
38364,1168985,3034
35079,38364,3034
38364,1275130,3034
38364,39698,3034
38364,983164,3034
38364,1599901,3034
38364,1293304,3034
38364,1317414,3034
38364,3460962,3034
38364,4303878,3034
38364,2248261,3034
38364,1556231,3034
38364,1483013,3034
38364,1323214,3034
1076,38364,3034
38364,1391784,3034
38364,936265,3034
38364,1882109,3034
38364,1284676,3034
38364,1845818,3034
6077,38364,3034
38364,4372689,3034
38364,1796455,3034
38364,1570008,3034
38364,1326764,3034
38364,1324554,3034
38364,1502012,3034
38364,72847,3034
38364,1303333,3034
38364,1615251,3034
38364,1828746,3034
38364,1404561,3034
38364,1072117,3034
38364,1679608,3034
38364,1469093,3034
38364,1651672,3034
38364,1324427,3034
38364,135677,3034
38364,2318218,3034
38364,1385354,3034
38364,1842308,3034
38364,1567636,3034
38364,1828765,3034
38364,1365557,3034
38364,52388,3034
38364,1649071,3034
38364,2874597,3034
38364,2262321,3034
38364,1469094,3034
38364,52548,3034
38364,1324555,3034
38364,1323331,3034
38364,3567268,3034
38364,52293,3034
38364,1591324,3034
38364,49011,3034
38364,1328841,3034
38364,1391783,3034
38364,1436202,3034
38364,1324909,3034
38364,932836,3034
38364,1329183,3034
38364,2802049,3034
38364,1794868,3034
38364,1736231,3034
38364,1502024,3034
38364,1583267,3034
38364,1943043,3034
38364,1196802,3034
38364,1469090,3034
38364,1327273,3034
38364,959460,3034
4524,38364,3034
38364,1416121,3034
38364,1324908,3034
38364,38638,3034
38364,1324561,3034
17409,38364,3034
38364,1472645,3034
38364,2582716,3034
38364,4680678,3034
38364,240705,3034
38364,69601,3034
38364,1596223,3034
38364,1196003,3034
38364,1606198,3034
38364,42486,3034
2308,38364,3034
38364,51713,3034
38364,1302631,3034
38364,1882810,3034
38364,4695887,3034
38364,2201132,3034
38364,1197329,3034
38364,1314974,3034
38364,1327546,3034
38364,1820859,3034
38364,1323330,3034
38364,1458889,3034
38364,1869591,3034
38364,50225,3034
38364,4287337,3034
38364,1303395,3034
38364,67186,3034
38364,1943042,3034
38364,1324239,3034
38364,1182550,3034
38364,1425113,3034
38364,1324553,3034
38364,2229087,3034
38364,1006467,3034
38364,4706243,3034
38364,1469092,3034
38364,43487,3034
34387,38364,3034
38364,1023809,3034
38364,69600,3034
16229,38364,3034
38364,1327197,3034
38364,2891527,3034
38364,1209658,3034
38364,2426559,3034
38364,1469109,3034
38364,2069791,3034
38364,4254825,3034
38364,56920,3034
38364,1326811,3034
38364,1366157,3034
23515,38364,3034
38364,3352437,3034
38364,1591336,3034
22280,38364,3034
38364,1198082,3034
38364,1913813,3034
38364,1649102,3034
38364,1327782,3034
38364,1452476,3034
38364,1318215,3034
38364,1388507,3034
38364,49330,3034
38364,1649096,3034
38364,1604746,3034
38364,1502015,3034
38364,1820858,3034
38364,47927,3034
38364,38533,3034
38364,2320788,3034
38364,1545555,3034
38364,1495275,3034
38364,1641477,3034
38364,1172478,3034
38364,1090410,3034
36333,38364,3034
48235,1322962,3034
48235,1314975,3034
15478,48235,3034
48235,1323220,3034
48235,48501,3034
36105,48235,3034
48235,1324195,3034
48235,1324237,3034
48235,1329068,3034
15360,48235,3034
48235,1328833,3034
48235,1157383,3034
48235,1323640,3034
48235,1324907,3034
48235,1371174,3034
23806,48235,3034
48235,1297384,3034
48235,1322942,3034
48235,1708087,3034
48235,1324896,3034
48235,1327556,3034
48235,1671565,3034
48235,1771767,3034
48235,57915,3034
48235,1331905,3034
28523,48235,3034
48235,1450489,3034
48235,2524985,3034
48235,1634356,3034
48235,1963346,3034
48235,587449,3034
48235,55169,3034
31671,48235,3034
48235,1840181,3034
48235,67500,3034
48235,3559031,3034
48235,53750,3034
48235,1326787,3034
48235,1438884,3034
37407,48235,3034
48235,1324901,3034
48235,1604721,3034
36004,48235,3034
48235,52963,3034
48235,2896001,3034
48235,49879,3034
48235,1324594,3034
48235,1469091,3034
48235,1589781,3034
45889,48235,3034
48235,1327532,3034
32450,48235,3034
31670,48235,3034
48235,49696,3034
48235,67329,3034
48235,72377,3034
48235,1168985,3034
35079,48235,3034
48235,1275130,3034
48235,983164,3034
48235,1599901,3034
48235,1293304,3034
48235,1317414,3034
48235,3460962,3034
48235,4303878,3034
48235,2248261,3034
48235,1556231,3034
48235,1483013,3034
48235,1323214,3034
1076,48235,3034
48235,1391784,3034
48235,936265,3034
48235,1882109,3034
48235,1284676,3034
48235,1845818,3034
6077,48235,3034
48235,4372689,3034
48235,1796455,3034
48235,1570008,3034
48235,1326764,3034
48235,1324554,3034
48235,1502012,3034
48235,72847,3034
48235,1303333,3034
48235,1615251,3034
48235,1828746,3034
48235,1404561,3034
48235,1072117,3034
48235,1679608,3034
48235,1469093,3034
48235,1651672,3034
48235,1324427,3034
48235,135677,3034
48235,2318218,3034
48235,1385354,3034
48235,1842308,3034
48235,1567636,3034
48235,1828765,3034
48235,1365557,3034
48235,52388,3034
48235,1649071,3034
48235,2874597,3034
48235,2262321,3034
48235,1469094,3034
48235,52548,3034
48235,1324555,3034
48235,1323331,3034
48235,3567268,3034
48235,52293,3034
48235,1591324,3034
48235,49011,3034
48235,1328841,3034
48235,1391783,3034
48235,1436202,3034
48235,1324909,3034
48235,932836,3034
48235,1329183,3034
48235,2802049,3034
48235,1794868,3034
48235,1736231,3034
48235,1502024,3034
48235,1583267,3034
48235,1943043,3034
48235,1196802,3034
48235,1469090,3034
48235,1327273,3034
48235,959460,3034
4524,48235,3034
48235,1416121,3034
48235,1324908,3034
38638,48235,3034
48235,1324561,3034
17409,48235,3034
48235,1472645,3034
48235,2582716,3034
48235,4680678,3034
48235,240705,3034
48235,69601,3034
48235,1596223,3034
48235,1196003,3034
48235,1606198,3034
42486,48235,3034
2308,48235,3034
48235,51713,3034
48235,1302631,3034
48235,1882810,3034
48235,4695887,3034
48235,2201132,3034
48235,1197329,3034
48235,1314974,3034
48235,1327546,3034
48235,1820859,3034
48235,1323330,3034
48235,1458889,3034
48235,1869591,3034
48235,50225,3034
48235,4287337,3034
48235,1303395,3034
48235,67186,3034
48235,1943042,3034
48235,1324239,3034
48235,1182550,3034
48235,1425113,3034
48235,1324553,3034
48235,2229087,3034
48235,1006467,3034
48235,4706243,3034
48235,1469092,3034
43487,48235,3034
34387,48235,3034
48235,1023809,3034
48235,69600,3034
16229,48235,3034
48235,1327197,3034
48235,2891527,3034
48235,1209658,3034
48235,2426559,3034
48235,1469109,3034
48235,2069791,3034
48235,4254825,3034
48235,56920,3034
48235,1326811,3034
48235,1366157,3034
23515,48235,3034
48235,3352437,3034
48235,1591336,3034
22280,48235,3034
48235,1198082,3034
48235,1913813,3034
48235,1649102,3034
48235,1327782,3034
48235,1452476,3034
48235,1318215,3034
48235,1388507,3034
48235,49330,3034
48235,1649096,3034
48235,1604746,3034
48235,1502015,3034
48235,1820858,3034
47927,48235,3034
38533,48235,3034
48235,2320788,3034
48235,1545555,3034
48235,1495275,3034
48235,1641477,3034
48235,1172478,3034
48235,1090410,3034
36333,48235,3034
52229,1322962,3034
52229,1314975,3034
15478,52229,3034
52229,1323220,3034
48501,52229,3034
36105,52229,3034
52229,1324195,3034
52229,1324237,3034
52229,1329068,3034
15360,52229,3034
52229,1328833,3034
52229,1157383,3034
52229,1323640,3034
52229,1324907,3034
52229,1371174,3034
23806,52229,3034
52229,1297384,3034
52229,1322942,3034
52229,1708087,3034
52229,1324896,3034
52229,1327556,3034
52229,1671565,3034
52229,1771767,3034
52229,57915,3034
52229,1331905,3034
28523,52229,3034
52229,1450489,3034
52229,2524985,3034
52229,1634356,3034
52229,1963346,3034
52229,587449,3034
52229,55169,3034
31671,52229,3034
52229,1840181,3034
52229,67500,3034
52229,3559031,3034
52229,53750,3034
52229,1326787,3034
52229,1438884,3034
37407,52229,3034
52229,1324901,3034
52229,1604721,3034
36004,52229,3034
52229,52963,3034
52229,68600,3034
52229,2896001,3034
49879,52229,3034
52229,1324594,3034
52229,1469091,3034
52229,1589781,3034
45889,52229,3034
52229,1327532,3034
32450,52229,3034
31670,52229,3034
49696,52229,3034
52229,67329,3034
52229,72377,3034
52229,1168985,3034
35079,52229,3034
52229,1275130,3034
39698,52229,3034
52229,983164,3034
52229,1599901,3034
52229,1293304,3034
52229,1317414,3034
52229,3460962,3034
52229,4303878,3034
52229,2248261,3034
52229,1556231,3034
52229,1483013,3034
52229,1323214,3034
1076,52229,3034
52229,1391784,3034
52229,936265,3034
52229,1882109,3034
52229,1284676,3034
52229,1845818,3034
6077,52229,3034
52229,4372689,3034
52229,1796455,3034
52229,1570008,3034
52229,1326764,3034
52229,1324554,3034
52229,1502012,3034
52229,72847,3034
52229,1303333,3034
52229,1615251,3034
52229,1828746,3034
52229,1404561,3034
52229,1072117,3034
52229,1679608,3034
52229,1469093,3034
52229,1651672,3034
52229,1324427,3034
52229,135677,3034
52229,2318218,3034
52229,1385354,3034
52229,1842308,3034
52229,1567636,3034
52229,1828765,3034
52229,1365557,3034
52229,52388,3034
52229,1649071,3034
52229,2874597,3034
52229,2262321,3034
52229,1469094,3034
52229,52548,3034
52229,1324555,3034
52229,1323331,3034
52229,3567268,3034
52229,52293,3034
52229,1591324,3034
49011,52229,3034
52229,1328841,3034
52229,1391783,3034
52229,1436202,3034
52229,1324909,3034
52229,932836,3034
52229,1329183,3034
52229,2802049,3034
52229,1794868,3034
52229,1736231,3034
52229,1502024,3034
52229,1583267,3034
52229,1943043,3034
52229,1196802,3034
52229,1469090,3034
52229,1327273,3034
52229,959460,3034
4524,52229,3034
52229,1416121,3034
52229,1324908,3034
38638,52229,3034
52229,1324561,3034
17409,52229,3034
52229,1472645,3034
52229,2582716,3034
52229,4680678,3034
52229,240705,3034
52229,69601,3034
52229,1596223,3034
52229,1196003,3034
52229,1606198,3034
42486,52229,3034
2308,52229,3034
51713,52229,3034
52229,1302631,3034
52229,1882810,3034
52229,4695887,3034
52229,2201132,3034
52229,1197329,3034
52229,1314974,3034
52229,1327546,3034
52229,1820859,3034
52229,1323330,3034
52229,1458889,3034
52229,1869591,3034
50225,52229,3034
52229,4287337,3034
52229,1303395,3034
52229,67186,3034
52229,1943042,3034
52229,1324239,3034
52229,1182550,3034
52229,1425113,3034
52229,1324553,3034
52229,2229087,3034
52229,1006467,3034
52229,4706243,3034
52229,1469092,3034
43487,52229,3034
34387,52229,3034
52229,1023809,3034
52229,69600,3034
16229,52229,3034
52229,1327197,3034
52229,2891527,3034
52229,1209658,3034
52229,2426559,3034
52229,1469109,3034
52229,2069791,3034
52229,4254825,3034
52229,56920,3034
52229,1326811,3034
52229,1366157,3034
23515,52229,3034
52229,3352437,3034
52229,1591336,3034
22280,52229,3034
52229,1198082,3034
52229,1913813,3034
52229,1649102,3034
52229,1327782,3034
52229,1452476,3034
52229,1318215,3034
52229,1388507,3034
49330,52229,3034
52229,1649096,3034
52229,1604746,3034
52229,1502015,3034
52229,1820858,3034
47927,52229,3034
38533,52229,3034
52229,2320788,3034
52229,1545555,3034
52229,1495275,3034
52229,1641477,3034
52229,1172478,3034
52229,1090410,3034
36333,52229,3034
1314975,1322962,3034
1322962,1323766,3034
1322962,1323764,3034
37063,1322962,3034
15478,1322962,3034
1322962,1323220,3034
48501,1322962,3034
48771,1322962,3034
48234,1322962,3034
708,1322962,3034
32857,1322962,3034
36105,1322962,3034
1322962,1324195,3034
1322962,1324237,3034
1322962,1329068,3034
15360,1322962,3034
1322962,1328833,3034
1322962,1325223,3034
1157383,1322962,3034
1322962,1323640,3034
1322962,1324907,3034
1322962,1330393,3034
45666,1322962,3034
5240,1322962,3034
1322962,1371174,3034
41864,1322962,3034
23806,1322962,3034
1297384,1322962,3034
55987,1322962,3034
1322962,1589799,3034
1322942,1322962,3034
1322962,1708087,3034
1322962,1324896,3034
1322962,1327556,3034
1322962,1671565,3034
1322962,1323765,3034
1322962,1771767,3034
1261721,1322962,3034
57915,1322962,3034
1322962,1331905,3034
28523,1322962,3034
1322962,1450489,3034
1322962,2524985,3034
1322962,1634356,3034
1322962,1963346,3034
587449,1322962,3034
55169,1322962,3034
31671,1322962,3034
1322962,1840181,3034
67500,1322962,3034
1322962,3559031,3034
53750,1322962,3034
1322962,1326787,3034
1322962,1438884,3034
37407,1322962,3034
1322962,1324901,3034
1322962,1604721,3034
48843,1322962,3034
43699,1322962,3034
36004,1322962,3034
52963,1322962,3034
68600,1322962,3034
1322962,2896001,3034
49879,1322962,3034
1322962,1324594,3034
17560,1322962,3034
1322962,1469091,3034
1322962,1589781,3034
45889,1322962,3034
1322962,1327532,3034
36608,1322962,3034
1322962,1398486,3034
32450,1322962,3034
31670,1322962,3034
49696,1322962,3034
67329,1322962,3034
72377,1322962,3034
1168985,1322962,3034
35079,1322962,3034
1275130,1322962,3034
39698,1322962,3034
983164,1322962,3034
1322962,1599901,3034
1293304,1322962,3034
1317414,1322962,3034
1322962,3460962,3034
1322962,4303878,3034
1322962,2248261,3034
1322962,1556231,3034
1322962,1483013,3034
1322962,1323214,3034
1076,1322962,3034
1322962,1391784,3034
936265,1322962,3034
1322962,1882109,3034
1284676,1322962,3034
1322962,1845818,3034
6077,1322962,3034
1322962,4372689,3034
50633,1322962,3034
1322962,1323737,3034
1322962,1796455,3034
1322962,1570008,3034
49303,1322962,3034
1322962,1326764,3034
1322962,1324554,3034
1322962,1502012,3034
72847,1322962,3034
1303333,1322962,3034
1322962,1615251,3034
1322962,1828746,3034
1322962,1404561,3034
1072117,1322962,3034
1322962,1679608,3034
1322962,1469093,3034
1322962,1651672,3034
1322962,1324427,3034
135677,1322962,3034
1322962,2318218,3034
1322962,1328440,3034
1322962,1385354,3034
1322962,1842308,3034
1322962,1567636,3034
1322962,1828765,3034
1322962,1365557,3034
52388,1322962,3034
1322962,1649071,3034
1322962,2874597,3034
1322962,2262321,3034
1322962,1495245,3034
73478,1322962,3034
1322962,1469094,3034
24125,1322962,3034
52548,1322962,3034
1322962,1324555,3034
1322962,1323331,3034
1322962,3567268,3034
52293,1322962,3034
1322962,1591324,3034
49011,1322962,3034
1322962,1328841,3034
1322962,1391783,3034
1322962,1436202,3034
1322962,1515664,3034
1322962,1324909,3034
932836,1322962,3034
1322962,1329183,3034
1322962,2802049,3034
1322962,1794868,3034
1322962,1736231,3034
1322962,1502024,3034
1322962,1583267,3034
1322962,1943043,3034
1196802,1322962,3034
1322962,1469090,3034
1322962,1327273,3034
52230,1322962,3034
959460,1322962,3034
4524,1322962,3034
1322962,1416121,3034
1322962,1324908,3034
38638,1322962,3034
1322962,1324561,3034
17409,1322962,3034
1322962,1472645,3034
1322962,2582716,3034
1322962,4680678,3034
240705,1322962,3034
69601,1322962,3034
1322962,1596223,3034
1196003,1322962,3034
1322962,1606198,3034
42486,1322962,3034
2308,1322962,3034
51713,1322962,3034
1302631,1322962,3034
50632,1322962,3034
1322962,2387930,3034
1322962,1882810,3034
1322962,4695887,3034
1322962,2201132,3034
1197329,1322962,3034
1314974,1322962,3034
1322962,1327554,3034
1322962,1327546,3034
1322962,1820859,3034
1322962,1323330,3034
1322962,1458889,3034
1322962,1869591,3034
50225,1322962,3034
1322962,4287337,3034
1303395,1322962,3034
67186,1322962,3034
1322962,1943042,3034
1322962,1324239,3034
1182550,1322962,3034
1322962,1425113,3034
1322962,1324553,3034
1322962,2229087,3034
1006467,1322962,3034
1322962,4706243,3034
1322962,1469092,3034
43487,1322962,3034
34387,1322962,3034
1023809,1322962,3034
69600,1322962,3034
16229,1322962,3034
1322962,1327197,3034
1322962,2891527,3034
1209658,1322962,3034
1322962,2426559,3034
1322962,1469109,3034
1322962,2069791,3034
1322962,4254825,3034
56920,1322962,3034
1322962,1326811,3034
1322962,1366157,3034
23515,1322962,3034
1322962,3352437,3034
19916,1322962,3034
1322962,1591336,3034
22280,1322962,3034
1198082,1322962,3034
1322962,1913813,3034
1322962,1649102,3034
1322962,1327782,3034
1322962,1452476,3034
1322962,1564252,3034
1318215,1322962,3034
1322962,1388507,3034
49330,1322962,3034
1322962,1649096,3034
1322962,1604746,3034
1322962,1502015,3034
1322962,1820858,3034
47927,1322962,3034
38533,1322962,3034
1322962,2320788,3034
1322962,1545555,3034
1322962,1495275,3034
1322962,1641477,3034
1172478,1322962,3034
1090410,1322962,3034
36333,1322962,3034
1314975,1323766,3034
1314975,1323764,3034
37063,1314975,3034
15478,1314975,3034
1314975,1323220,3034
48501,1314975,3034
48771,1314975,3034
48234,1314975,3034
708,1314975,3034
32857,1314975,3034
36105,1314975,3034
1314975,1324195,3034
1314975,1324237,3034
1314975,1329068,3034
15360,1314975,3034
1314975,1328833,3034
1314975,1325223,3034
1157383,1314975,3034
1314975,1323640,3034
1314975,1324907,3034
1314975,1330393,3034
45666,1314975,3034
5240,1314975,3034
1314975,1371174,3034
41864,1314975,3034
23806,1314975,3034
1297384,1314975,3034
55987,1314975,3034
1314975,1589799,3034
1314975,1322942,3034
1314975,1708087,3034
1314975,1324896,3034
1314975,1327556,3034
1314975,1671565,3034
1314975,1323765,3034
1314975,1771767,3034
1261721,1314975,3034
57915,1314975,3034
1314975,1331905,3034
28523,1314975,3034
1314975,1450489,3034
1314975,2524985,3034
1314975,1634356,3034
1314975,1963346,3034
587449,1314975,3034
55169,1314975,3034
31671,1314975,3034
1314975,1840181,3034
67500,1314975,3034
1314975,3559031,3034
53750,1314975,3034
1314975,1326787,3034
1314975,1438884,3034
37407,1314975,3034
1314975,1324901,3034
1314975,1604721,3034
48843,1314975,3034
43699,1314975,3034
36004,1314975,3034
52963,1314975,3034
68600,1314975,3034
1314975,2896001,3034
49879,1314975,3034
1314975,1324594,3034
17560,1314975,3034
1314975,1469091,3034
1314975,1589781,3034
45889,1314975,3034
1314975,1327532,3034
36608,1314975,3034
1314975,1398486,3034
32450,1314975,3034
31670,1314975,3034
49696,1314975,3034
67329,1314975,3034
72377,1314975,3034
1168985,1314975,3034
35079,1314975,3034
1275130,1314975,3034
39698,1314975,3034
983164,1314975,3034
1314975,1599901,3034
1293304,1314975,3034
1314975,1317414,3034
1314975,3460962,3034
1314975,4303878,3034
1314975,2248261,3034
1314975,1556231,3034
1314975,1483013,3034
1314975,1323214,3034
1076,1314975,3034
1314975,1391784,3034
936265,1314975,3034
1314975,1882109,3034
1284676,1314975,3034
1314975,1845818,3034
6077,1314975,3034
1314975,4372689,3034
50633,1314975,3034
1314975,1323737,3034
1314975,1796455,3034
1314975,1570008,3034
49303,1314975,3034
1314975,1326764,3034
1314975,1324554,3034
1314975,1502012,3034
72847,1314975,3034
1303333,1314975,3034
1314975,1615251,3034
1314975,1828746,3034
1314975,1404561,3034
1072117,1314975,3034
1314975,1679608,3034
1314975,1469093,3034
1314975,1651672,3034
1314975,1324427,3034
135677,1314975,3034
1314975,2318218,3034
1314975,1328440,3034
1314975,1385354,3034
1314975,1842308,3034
1314975,1567636,3034
1314975,1828765,3034
1314975,1365557,3034
52388,1314975,3034
1314975,1649071,3034
1314975,2874597,3034
1314975,2262321,3034
1314975,1495245,3034
73478,1314975,3034
1314975,1469094,3034
24125,1314975,3034
52548,1314975,3034
1314975,1324555,3034
1314975,1323331,3034
1314975,3567268,3034
52293,1314975,3034
1314975,1591324,3034
49011,1314975,3034
1314975,1328841,3034
1314975,1391783,3034
1314975,1436202,3034
1314975,1515664,3034
1314975,1324909,3034
932836,1314975,3034
1314975,1329183,3034
1314975,2802049,3034
1314975,1794868,3034
1314975,1736231,3034
1314975,1502024,3034
1314975,1583267,3034
1314975,1943043,3034
1196802,1314975,3034
1314975,1469090,3034
1314975,1327273,3034
52230,1314975,3034
959460,1314975,3034
4524,1314975,3034
1314975,1416121,3034
1314975,1324908,3034
38638,1314975,3034
1314975,1324561,3034
17409,1314975,3034
1314975,1472645,3034
1314975,2582716,3034
1314975,4680678,3034
240705,1314975,3034
69601,1314975,3034
1314975,1596223,3034
1196003,1314975,3034
1314975,1606198,3034
42486,1314975,3034
2308,1314975,3034
51713,1314975,3034
1302631,1314975,3034
50632,1314975,3034
1314975,2387930,3034
1314975,1882810,3034
1314975,4695887,3034
1314975,2201132,3034
1197329,1314975,3034
1314974,1314975,3034
1314975,1327554,3034
1314975,1327546,3034
1314975,1820859,3034
1314975,1323330,3034
1314975,1458889,3034
1314975,1869591,3034
50225,1314975,3034
1314975,4287337,3034
1303395,1314975,3034
67186,1314975,3034
1314975,1943042,3034
1314975,1324239,3034
1182550,1314975,3034
1314975,1425113,3034
1314975,1324553,3034
1314975,2229087,3034
1006467,1314975,3034
1314975,4706243,3034
1314975,1469092,3034
43487,1314975,3034
34387,1314975,3034
1023809,1314975,3034
69600,1314975,3034
16229,1314975,3034
1314975,1327197,3034
1314975,2891527,3034
1209658,1314975,3034
1314975,2426559,3034
1314975,1469109,3034
1314975,2069791,3034
1314975,4254825,3034
56920,1314975,3034
1314975,1326811,3034
1314975,1366157,3034
23515,1314975,3034
1314975,3352437,3034
19916,1314975,3034
1314975,1591336,3034
22280,1314975,3034
1198082,1314975,3034
1314975,1913813,3034
1314975,1649102,3034
1314975,1327782,3034
1314975,1452476,3034
1314975,1564252,3034
1314975,1318215,3034
1314975,1388507,3034
49330,1314975,3034
1314975,1649096,3034
1314975,1604746,3034
1314975,1502015,3034
1314975,1820858,3034
47927,1314975,3034
38533,1314975,3034
1314975,2320788,3034
1314975,1545555,3034
1314975,1495275,3034
1314975,1641477,3034
1172478,1314975,3034
1090410,1314975,3034
36333,1314975,3034
15478,1323766,3034
1323220,1323766,3034
48501,1323766,3034
36105,1323766,3034
1323766,1324195,3034
1323766,1324237,3034
1323766,1329068,3034
15360,1323766,3034
1323766,1328833,3034
1157383,1323766,3034
1323640,1323766,3034
1323766,1324907,3034
1323766,1371174,3034
23806,1323766,3034
1297384,1323766,3034
1322942,1323766,3034
1323766,1708087,3034
1323766,1324896,3034
1323766,1327556,3034
1323766,1671565,3034
1323766,1771767,3034
57915,1323766,3034
1323766,1331905,3034
28523,1323766,3034
1323766,1450489,3034
1323766,2524985,3034
1323766,1634356,3034
1323766,1963346,3034
587449,1323766,3034
55169,1323766,3034
31671,1323766,3034
1323766,1840181,3034
67500,1323766,3034
1323766,3559031,3034
53750,1323766,3034
1323766,1326787,3034
1323766,1438884,3034
37407,1323766,3034
1323766,1324901,3034
1323766,1604721,3034
36004,1323766,3034
52963,1323766,3034
68600,1323766,3034
1323766,2896001,3034
49879,1323766,3034
1323766,1324594,3034
1323766,1469091,3034
1323766,1589781,3034
45889,1323766,3034
1323766,1327532,3034
32450,1323766,3034
31670,1323766,3034
49696,1323766,3034
67329,1323766,3034
72377,1323766,3034
1168985,1323766,3034
35079,1323766,3034
1275130,1323766,3034
39698,1323766,3034
983164,1323766,3034
1323766,1599901,3034
1293304,1323766,3034
1317414,1323766,3034
