composer1,composer2,linking_id
2031516,2220149,45817
2172128,2220149,45817
2031516,2172128,45817
2163649,2163651,45814
2163651,2705229,45814
2163650,2163651,45814
2163649,2705229,45814
2163649,2163650,45814
2163650,2705229,45814
1100342,3236845,709
57766,1363836,19890
6489,199526,19885
1386777,1670423,66228
2385014,3695893,153482
3695893,4240977,153482
3046630,3695893,153482
2385014,4240977,153482
2385014,3046630,153482
3046630,4240977,153482
80214,1897998,128862
1262484,2308452,21630
2308451,2308452,21630
2308452,2308460,21630
1722099,2308452,21630
1722096,2308452,21630
1722095,2308452,21630
2308452,2347348,21630
557898,2308452,21630
2308452,2341284,21630
2308452,2308454,21630
1722094,2308452,21630
2308452,2308453,21630
1206432,2308452,21630
2308452,2308461,21630
2308452,2311930,21630
1262484,2308451,21630
1262484,2308460,21630
1262484,1722099,21630
1262484,1722096,21630
1262484,1722095,21630
1262484,2347348,21630
557898,1262484,21630
1262484,2341284,21630
1262484,2308454,21630
1262484,1722094,21630
1262484,2308453,21630
1206432,1262484,21630
1262484,2308461,21630
1262484,2311930,21630
2308451,2308460,21630
1722099,2308451,21630
1722096,2308451,21630
1722095,2308451,21630
2308451,2347348,21630
557898,2308451,21630
2308451,2341284,21630
2308451,2308454,21630
1722094,2308451,21630
2308451,2308453,21630
1206432,2308451,21630
2308451,2308461,21630
2308451,2311930,21630
1722099,2308460,21630
1722096,2308460,21630
1722095,2308460,21630
2308460,2347348,21630
557898,2308460,21630
2308460,2341284,21630
2308454,2308460,21630
1722094,2308460,21630
2308453,2308460,21630
1206432,2308460,21630
2308460,2308461,21630
2308460,2311930,21630
1722096,1722099,21630
1722095,1722099,21630
1722099,2347348,21630
557898,1722099,21630
1722099,2341284,21630
1722099,2308454,21630
1722094,1722099,21630
1722099,2308453,21630
1206432,1722099,21630
1722099,2308461,21630
1722099,2311930,21630
1722095,1722096,21630
1722096,2347348,21630
557898,1722096,21630
1722096,2341284,21630
1722096,2308454,21630
1722094,1722096,21630
1722096,2308453,21630
1206432,1722096,21630
1722096,2308461,21630
1722096,2311930,21630
1722095,2347348,21630
557898,1722095,21630
1722095,2341284,21630
1722095,2308454,21630
1722094,1722095,21630
1722095,2308453,21630
1206432,1722095,21630
1722095,2308461,21630
1722095,2311930,21630
557898,2347348,21630
2341284,2347348,21630
2308454,2347348,21630
1722094,2347348,21630
2308453,2347348,21630
1206432,2347348,21630
2308461,2347348,21630
2311930,2347348,21630
557898,2341284,21630
557898,2308454,21630
557898,1722094,21630
557898,2308453,21630
557898,1206432,21630
557898,2308461,21630
557898,2311930,21630
2308454,2341284,21630
1722094,2341284,21630
2308453,2341284,21630
1206432,2341284,21630
2308461,2341284,21630
2311930,2341284,21630
1722094,2308454,21630
2308453,2308454,21630
1206432,2308454,21630
2308454,2308461,21630
2308454,2311930,21630
1722094,2308453,21630
1206432,1722094,21630
1722094,2308461,21630
1722094,2311930,21630
1206432,2308453,21630
2308453,2308461,21630
2308453,2311930,21630
1206432,2308461,21630
1206432,2311930,21630
2308461,2311930,21630
90292,1431043,34899
567205,3846484,205164
1301685,2069811,90234
1301685,2521742,90234
1301685,2521747,90234
1301685,2521753,90234
2069811,2521742,90234
2069811,2226733,90234
2069811,2521747,90234
2069811,2521753,90234
2226733,2521742,90234
2521742,2521747,90234
2521742,2521753,90234
2226733,2521747,90234
2226733,2521753,90234
2521747,2521753,90234
554361,1698160,30386
3549398,4131923,233628
1383698,3549398,233628
1383698,4131923,233628
2336175,2336180,90229
1206432,2336011,90222
3757723,4240729,233631
63146,3757723,233631
63146,4240729,233631
2159705,3046630,208067
2159705,2933554,208067
2159705,3989667,208067
2933554,3046630,208067
3046630,3989667,208067
2933554,3989667,208067
2762622,2812160,208055
2762621,2762622,208055
2762621,2812160,208055
1840649,1840650,11661
1840650,1840665,11661
1840649,1840665,11661
3607402,3607511,205161
3340017,3607402,205161
3607402,3607451,205161
3607402,3607403,205161
3607402,3607429,205161
3607402,3607481,205161
3607402,3607445,205161
3607402,4208966,205161
2047033,3607402,205161
3607402,3607427,205161
3607402,3607433,205161
3607402,4270462,205161
3607402,3607486,205161
3607402,3607483,205161
3557968,3607402,205161
3607402,3984580,205161
3607402,3747868,205161
3340017,3607511,205161
3607451,3607511,205161
3607403,3607511,205161
3607429,3607511,205161
3607481,3607511,205161
3607445,3607511,205161
3607511,4208966,205161
2047033,3607511,205161
3607427,3607511,205161
3607433,3607511,205161
3607511,4270462,205161
3607486,3607511,205161
3607483,3607511,205161
3557968,3607511,205161
3607511,3984580,205161
3607511,3747868,205161
3340017,3607451,205161
3340017,3607403,205161
3340017,3607429,205161
3340017,3607481,205161
3340017,3607445,205161
3340017,4208966,205161
2047033,3340017,205161
3340017,3607427,205161
3340017,3607433,205161
3340017,4270462,205161
3340017,3607486,205161
3340017,3607483,205161
3340017,3557968,205161
3340017,3984580,205161
3340017,3747868,205161
3607403,3607451,205161
3607429,3607451,205161
3607451,3607481,205161
3607445,3607451,205161
3607451,4208966,205161
2047033,3607451,205161
3607427,3607451,205161
3607433,3607451,205161
3607451,4270462,205161
3607451,3607486,205161
3607451,3607483,205161
3557968,3607451,205161
3607451,3984580,205161
3607451,3747868,205161
3607403,3607429,205161
3607403,3607481,205161
3607403,3607445,205161
3607403,4208966,205161
2047033,3607403,205161
3607403,3607427,205161
3607403,3607433,205161
3607403,4270462,205161
3607403,3607486,205161
3607403,3607483,205161
3557968,3607403,205161
3607403,3984580,205161
3607403,3747868,205161
3607429,3607481,205161
3607429,3607445,205161
3607429,4208966,205161
2047033,3607429,205161
3607427,3607429,205161
3607429,3607433,205161
3607429,4270462,205161
3607429,3607486,205161
3607429,3607483,205161
3557968,3607429,205161
3607429,3984580,205161
3607429,3747868,205161
3607445,3607481,205161
3607481,4208966,205161
2047033,3607481,205161
3607427,3607481,205161
3607433,3607481,205161
3607481,4270462,205161
3607481,3607486,205161
3607481,3607483,205161
3557968,3607481,205161
3607481,3984580,205161
3607481,3747868,205161
3607445,4208966,205161
2047033,3607445,205161
3607427,3607445,205161
3607433,3607445,205161
3607445,4270462,205161
3607445,3607486,205161
3607445,3607483,205161
3557968,3607445,205161
3607445,3984580,205161
3607445,3747868,205161
2047033,4208966,205161
3607427,4208966,205161
3607433,4208966,205161
4208966,4270462,205161
3607486,4208966,205161
3607483,4208966,205161
3557968,4208966,205161
3984580,4208966,205161
3747868,4208966,205161
2047033,3607427,205161
2047033,3607433,205161
2047033,4270462,205161
2047033,3607486,205161
2047033,3607483,205161
2047033,3557968,205161
2047033,3984580,205161
2047033,3747868,205161
3607427,3607433,205161
3607427,4270462,205161
3607427,3607486,205161
3607427,3607483,205161
3557968,3607427,205161
3607427,3984580,205161
3607427,3747868,205161
3607433,4270462,205161
3607433,3607486,205161
3607433,3607483,205161
3557968,3607433,205161
3607433,3984580,205161
3607433,3747868,205161
3607486,4270462,205161
3607483,4270462,205161
3557968,4270462,205161
3984580,4270462,205161
3747868,4270462,205161
3607483,3607486,205161
3557968,3607486,205161
3607486,3984580,205161
3607486,3747868,205161
3557968,3607483,205161
3607483,3984580,205161
3607483,3747868,205161
3557968,3984580,205161
3557968,3747868,205161
3747868,3984580,205161
2494483,2494495,133733
2494495,3502402,133733
2494483,3502402,133733
4394995,4394996,236056
11308,1112896,19997
2353159,3123852,20006
90504,2984276,34838
23739,1087519,607
23739,1087518,607
1087518,1087519,607
2047865,2704462,219532
1743606,3844584,208013
1376311,1521139,604
497701,1376311,604
497701,1521139,604
68126,1732537,615
1957668,1957669,208017
1397247,1983226,49668
50099,56899,21619
9989,992648,19849
947,9989,19849
947,992648,19849
3460298,4207279,205214
1558985,4207279,205214
1558985,3460298,205214
1578515,1930653,90185
2337038,2337039,90264
1137531,2337039,90264
1812103,2337039,90264
2337028,2337039,90264
1137531,2337038,90264
1812103,2337038,90264
2337028,2337038,90264
1137531,1812103,90264
1137531,2337028,90264
1812103,2337028,90264
1225,1728391,90282
13225,1728391,90282
1352979,1728391,90282
1225,13225,90282
1225,1352979,90282
13225,1352979,90282
53712,1554206,90259
4140,174842,90257
12241,39054,90251
39054,1284712,90251
33258,39054,90251
12241,1284712,90251
12241,33258,90251
33258,1284712,90251
108119,1070156,90260
1070156,1824567,90260
108119,1824567,90260
41552,3210167,128839
3210167,3210171,128839
41552,3210171,128839
144673,1565091,83314
144673,1493765,83314
1493765,1565091,83314
1069812,2156670,111086
2126733,4244468,111110
4100843,4244468,111110
1772867,4244468,111110
1262634,4244468,111110
2126733,4100843,111110
1772867,2126733,111110
1262634,2126733,111110
1772867,4100843,111110
1262634,4100843,111110
1262634,1772867,111110
16140,1843461,45783
16140,2385378,45783
1843461,2385378,45783
2330796,2330797,75153
4386737,4386738,239907
1046765,3261799,11510
1046765,4440869,11510
3261799,4440869,11510
89839,2158216,45782
90138,135382,45790
135382,3328047,45790
135382,1149582,45790
90138,3328047,45790
90138,1149582,45790
1149582,3328047,45790
18836,18837,75172
2355117,3257489,207965
2743069,2743070,69763
1630873,1741427,69758
984513,1208226,69740
2428826,2573835,233504
1714348,1714350,128798
1493763,3419267,205111
1854908,3594525,235997
1854908,4504117,235997
1854908,4504121,235997
1854908,4504119,235997
1854908,4504123,235997
3594525,4504117,235997
3594525,4504121,235997
3594525,4504119,235997
3594525,4504123,235997
4504117,4504121,235997
4504117,4504119,235997
4504117,4504123,235997
4504119,4504121,235997
4504121,4504123,235997
4504119,4504123,235997
57304,1484449,21750
553390,553391,21731
4559705,4559708,539
3133376,4559708,539
1214840,4559708,539
3133376,4559705,539
1214840,4559705,539
1214840,3133376,539
2174355,2417543,110975
2174355,3257489,110975
2417543,3257489,110975
205,88072,562
1016348,1135272,108296
1016348,3623913,108296
1135272,3623913,108296
20692,2794465,108298
40825,2887783,108303
1483770,4071093,69698
1483770,3689182,69698
1483770,2752388,69698
1483770,4071098,69698
3689182,4071093,69698
2752388,4071093,69698
4071093,4071098,69698
2752388,3689182,69698
3689182,4071098,69698
2752388,4071098,69698
1565177,2705229,153336
1693529,1693530,66201
1851889,1851891,66181
563736,1069688,153312
2887709,3374355,153337
1686992,3919981,254874
1686992,4723850,254874
3919981,4723850,254874
3161208,4293477,235904
29798,1200057,34757
32159,4390459,108256
222335,1361292,34773
1149582,2984276,34760
57304,554535,128948
57304,2052104,128948
554535,2052104,128948
2581950,3153323,128946
1327849,4207292,543
1537110,1586226,126027
54599,1537110,126027
54599,1586226,126027
1938,58124,589
1938,2684857,589
58124,2684857,589
12417,1148735,26051
1193291,1323512,126038
1193291,1505086,126038
1323512,1505086,126038
1017009,2206435,105465
1208226,2206435,105465
2061882,2206435,105465
55177,2206435,105465
984513,2206435,105465
1017009,1208226,105465
1017009,2061882,105465
55177,1017009,105465
984513,1017009,105465
1208226,2061882,105465
55177,1208226,105465
55177,2061882,105465
984513,2061882,105465
55177,984513,105465
1801438,1801439,34716
550657,1801438,34716
550657,1801439,34716
1323220,2038028,66153
6676,2038028,66153
1708087,2038028,66153
66060,2038028,66153
1365557,2038028,66153
6676,1323220,66153
1323220,1708087,66153
66060,1323220,66153
1323220,1365557,66153
6676,1708087,66153
6676,66060,66153
6676,1365557,66153
66060,1708087,66153
1365557,1708087,66153
66060,1365557,66153
1393047,1576594,34699
1691548,2491003,105473
1464066,1464067,66154
1162083,1464066,66154
1162083,1464067,66154
2149279,2149281,34715
89839,2538310,34711
54879,1896674,75120
2173559,2729449,207921
2775348,3668645,205075
104715,1474487,5863
1274141,2167869,5884
16748,1274141,5884
16748,2167869,5884
2758783,2758848,108374
2758848,2758849,108374
2758783,2758849,108374
2237190,2811977,34791
211454,1112567,39983
211454,1604983,39983
1112567,1604983,39983
2270607,2573709,83251
1551840,2573709,83251
1551840,2270607,83251
9217,4494027,34598
7422,2241000,480
7422,59355,480
7422,959524,480
59355,2241000,480
959524,2241000,480
59355,959524,480
2375298,2509768,83262
2385378,2794067,202284
936727,1277428,66052
1174700,1277428,66052
93124,1277428,66052
936727,1174700,66052
93124,936727,66052
93124,1174700,66052
2722622,2722626,5743
2722622,2722627,5743
2722626,2722627,5743
1596682,1596685,66038
1596682,1596683,66038
1596682,1596684,66038
1596675,1596682,66038
1596683,1596685,66038
1596684,1596685,66038
1596675,1596685,66038
1596683,1596684,66038
1596675,1596683,66038
1596675,1596684,66038
1596876,1596877,66041
12891,76532,5739
3592868,4442193,239817
3329923,3421335,34750
73191,3329923,34750
73191,3421335,34750
57304,1361292,34739
1608523,2092919,133579
1608523,3346050,133579
1608523,3002664,133579
2092919,3346050,133579
2092919,3002664,133579
3002664,3346050,133579
1565177,1582253,69407
132583,2167869,34644
1132507,3974276,69586
548007,555319,30083
4500,1448583,69470
1573300,2654331,83165
590925,3770376,74944
1493763,3071821,63187
2084344,2132681,17322
2081317,2084344,17322
2081317,2132681,17322
2749997,2749999,63174
2749997,2750002,63174
964209,2749997,63174
1219207,2749997,63174
2749995,2749997,63174
1818111,2749997,63174
2749999,2750002,63174
964209,2749999,63174
1219207,2749999,63174
2749995,2749999,63174
1818111,2749999,63174
964209,2750002,63174
1219207,2750002,63174
2749995,2750002,63174
1818111,2750002,63174
964209,1219207,63174
964209,2749995,63174
964209,1818111,63174
1219207,2749995,63174
1219207,1818111,63174
1818111,2749995,63174
1903202,1948940,108179
66715,1382580,30048
1382580,2354722,30048
1382580,2357429,30048
1382580,1691182,30048
1382580,1703944,30048
1382580,1437483,30048
68437,1382580,30048
1382580,2357427,30048
1105771,1382580,30048
963406,1382580,30048
9251,1382580,30048
719,1382580,30048
1382580,2351884,30048
4719,1382580,30048
1382580,1927806,30048
1164263,1382580,30048
1382580,1880470,30048
1382580,2351995,30048
1258605,1382580,30048
1382580,1396191,30048
66715,2354722,30048
66715,2357429,30048
66715,1691182,30048
66715,1703944,30048
66715,1437483,30048
66715,68437,30048
66715,2357427,30048
66715,1105771,30048
66715,963406,30048
9251,66715,30048
719,66715,30048
66715,2351884,30048
4719,66715,30048
66715,1927806,30048
66715,1164263,30048
66715,1880470,30048
66715,2351995,30048
66715,1258605,30048
66715,1396191,30048
2354722,2357429,30048
1691182,2354722,30048
1703944,2354722,30048
1437483,2354722,30048
68437,2354722,30048
2354722,2357427,30048
1105771,2354722,30048
963406,2354722,30048
9251,2354722,30048
719,2354722,30048
2351884,2354722,30048
4719,2354722,30048
1927806,2354722,30048
1164263,2354722,30048
1880470,2354722,30048
2351995,2354722,30048
1258605,2354722,30048
1396191,2354722,30048
1691182,2357429,30048
1703944,2357429,30048
1437483,2357429,30048
68437,2357429,30048
2357427,2357429,30048
1105771,2357429,30048
963406,2357429,30048
9251,2357429,30048
719,2357429,30048
2351884,2357429,30048
4719,2357429,30048
1927806,2357429,30048
1164263,2357429,30048
1880470,2357429,30048
2351995,2357429,30048
1258605,2357429,30048
1396191,2357429,30048
1691182,1703944,30048
1437483,1691182,30048
68437,1691182,30048
1691182,2357427,30048
1105771,1691182,30048
963406,1691182,30048
9251,1691182,30048
719,1691182,30048
1691182,2351884,30048
4719,1691182,30048
1691182,1927806,30048
1164263,1691182,30048
1691182,1880470,30048
1691182,2351995,30048
1258605,1691182,30048
1396191,1691182,30048
1437483,1703944,30048
68437,1703944,30048
1703944,2357427,30048
1105771,1703944,30048
963406,1703944,30048
9251,1703944,30048
719,1703944,30048
1703944,2351884,30048
4719,1703944,30048
1703944,1927806,30048
1164263,1703944,30048
1703944,1880470,30048
1703944,2351995,30048
1258605,1703944,30048
1396191,1703944,30048
68437,1437483,30048
1437483,2357427,30048
1105771,1437483,30048
963406,1437483,30048
9251,1437483,30048
719,1437483,30048
1437483,2351884,30048
4719,1437483,30048
1437483,1927806,30048
1164263,1437483,30048
1437483,1880470,30048
