director_id,director_name,popularity
3269822,João Thomaz Londres,0.381
3207548,Lee Jin-suk,0.611
2256398,Reinaldo Figueira,0.241
1106301,John Kenway,2.132
199721,Pedr James,1.618
3539962,Carlos Izquierdo,1.264
2741015,Dmitry Litvinenko,1.297
1248485,Rhys Powys,2.18
3135561,Michael Gross,0.745
2044,Peter Levy,3.184
4068070,Darren Baba,1.304
1077998,Juan Carlos Medina,4.753
2215045,Aaron Austin,2.037
2302836,Hannah Ayoubi,0.4
3231062,Ronald Stanage,1.023
3179109,Kaitlyn Graziano,0.65
2829216,Nathan Bulmer,3.008
2053920,Charlie Gavin,0.783
3281595,Emiko Sawanobori,0.747
2372714,Dewi Humphries,1.121
1260074,Todd Kauffman,3.807
1260075,Mark Thornton,4.899
3337914,Yurie Rocha,0.008
2626752,Paul Alexander Nolan,1.144
2148996,Guilain Depardieu,0.439
1240851,Jon C. Andersen,1.357
1454889,Susanna Lira,2.801
1588983,Anario Mamedov,3.399
2338840,Antonio Lukich,2.258
19789,Marcel Ophüls,10.419
225785,Odd-Geir Sæther,0.356
95568,Peter Watkins,7.4
1590625,Romuald Weber,0.207
2055794,Mikhail Starchak,1.96
1599063,Ali El Mejboud,0.102
1825394,Benoît Bringer,2.062
1825379,Wandrille Lanos,0.816
1825378,Laurent Richard,0.727
1825391,Marie Maurice,0.794
1825402,Sophie le Gall,0.076
1618186,Jean-Baptiste Renaud,0.6
1477468,Élise Lucet,3.131
1683024,Sandrine Rigault,1.816
1825388,Edouard Perrin,0.139
1825267,Anna Salzberg,0.808
1825408,Loïc Tanant,1.002
1825409,Nolwenn Le Fustec,0.146
1825396,Irène Bénéfice,0.349
1825397,Irène Bénéfice,0.392
1919340,Solène Patron,0.519
44562,Hansjörg Thurn,4.308
88555,Richard Lopez,1.968
221671,Flemming Jensen,5.282
1189466,Sergei Mikhalkov,3.093
226709,Igor Ugolnikov,12.957
2598000,Arkady Kalitcatyi,0.563
3662949,Jeff Winn,0.343
1400062,Leif Gram,5.713
1586603,Marc Schießer,3.116
2344583,Arvind Singh,1.009
85696,Parmeet Sethi,13.223
1764221,Vicky Sidana,5.131
2305954,Ahmed Qazi,0.238
1828588,Hedy Suryawan,2.194
3112540,Steven Paul,0.714
1049745,Alexandre Lehmann,5.239
936388,Ahmed Gabr,1.446
1869427,Karim El Shenawy,2.193
4366967,Odd Ramet Ruangpratum,0.001
1324367,Ian SBF,2.264
1501862,Gustavo Chagas,1.064
1107015,Takayuki Shibasaki,11.732
1673259,Teruaki Sugihara,3.583
11090,Edgar Wright,30.136
1371823,Neasa Hardiman,5.579
1684058,Benjamin Eck,1.04
4547792,Mounir Al Zaabi,0.001
1684938,Patricio Diaz,1.215
1371790,Kôji Yamazaki,4.458
2727030,Yukihiko Nakao,1.726
1752534,Sumio Watanabe,6.722
2399646,Keiji Ishihara,4.679
60647,Mihai Bauman,3.275
1708128,Matea Mihaela,0.802
1708130,Cristian Bucse,0.447
1332325,Emily Ting,2.323
83594,Nagesh Kukunoor,6.714
1572416,Graham Cooper,0.064
2112956,Ekaterina Zabulonskaya,0.714
1360171,Roman Fokin,3.634
4170494,Takahiko Hoshiai,0.73
934712,Tadashi Sakazaki,7.815
4230880,Gu Zhi Wei,0.79
147411,Tomoo Haraguchi,10.258
69293,Kengo Kaji,2.949
1107830,Yoshikazu Ishii,4.322
152043,Julian Amyes,6.086
3645351,李金炜,0.322
126055,Kazuhiko Shimizu,2.038
2222824,Suenaga Hajime,2.242
1555007,Teruyuki Yoshida,5.008
3085000,Hosaka Keita,0.6
1322910,Bruno Hampel,3.154
3873400,Aussada Likitboonma,0.118
2721534,Sorawit Meungkeaw,0.885
2068925,Aleksandr Karpov,1.47
2526360,François Tribolet,1.224
2550113,Cyrielle Adam,0.378
937799,Masaya Fujimori,8.541
1134258,Yoshiaki Yanagida,3.914
1892628,Karin Martinson,2.03
3275000,Not Pongsatorn Thongjaroen,0.327
2626236,Fu Ning,1.174
3457582,Hiroshi Kato,0.324
2517491,Gabriel Manso,1.249
2400897,Jan Plesník,1.962
2370754,František Mudra,2.939
3794184,Andrea Pilar Marranquiel,0.001
3671863,Santiago Vargas,0.3
3388944,Henry Colmenares,0.069
1363154,Luis Manzo,4.29
2000824,Roger Elarrat,1.474
2104565,Daniel Kragh-Jacobsen,0.53
1301836,Osamu Minorikawa,4.964
3884336,Christoffer Wæraas Pettersen,0.001
1536322,Oliver Price,0.787
3005943,Hannah Cogan,0.525
3883883,Garry John Hughes,0.001
2168148,Atsuho Matsumoto,2.174
3884026,Nival Correira,0.001
88153,Frank van Mechelen,1.853
1477759,Lenny Van Wesemael,0.792
4013315,Allison Kaz,1.474
2745651,Adam Blackstone,0.769
1748129,Son Hyung-Suk,2.097
1229388,Kyounghee Lim,5.782
1354661,Abd Al Malik,2.059
141491,Darin Morgan,4.488
1371112,Peter John Kousakis,1.817
1236436,Roderick J. Pridy,0.404
58160,Osamu Tezuka,14.346
1359910,Yuusaku Sakamoto,1.766
3840729,Shuji Konno,1.036
3840728,Motoaki Ishii,1.542
1688115,James Reed,5.139
2160064,Baek Su-chan,2.242
164655,Stan Daniels,7.05
1405016,Laura Joutsi,2.291
2779626,David Coward,0.102
2779627,Alex Gower-Jackson,0.008
2779625,Nick O'Meally,0.005
1530955,Steve Bonser,0.714
2779631,Mike Wafer,0.491
2779632,Karolina Mottram,0.045
2779628,John Bonny,0.182
1952824,Peter Gauvain,2.38
2779629,Simon Everson,0.714
1314171,Jeff Buckland,3.356
3866274,Zita,0.808
1802693,Richard Kinon,7.057
3882981,Nicolas Capus,0.102
2340953,Savin Yeatman-Eiffel,0.994
1560869,Thomas Romain,3.753
3250024,Junichi Watanabe,0.32
4565041,Hiroshi Kuruo,1.035
2707,Paul Junger Witt,3.107
7141,Danny Dayton,8.273
9596,Jeff Corey,11.908
55264,Jerrold Freedman,4.098
3332350,Gene R. Kearney,0.526
488,Steven Spielberg,57.302
1388280,Rudi Dorn,1.883
23289,Marc Smerling,2.75
1646500,Grégory Vincent,3.892
1101418,Hannu-Pekka Vitikainen,2.184
88022,Mika Orasmaa,2.68
1044881,Teemu Nikki,9.544
60621,Jeff Franklin,7.624
152330,Bill Foster,2.26
2007272,John Bowab,4.285
1407413,Don Van Atta,4.129
2745567,Adonis Krasniqi,0.265
2745565,Ilirjan Himaj,1.081
1961150,Alban Zogjani,2.046
1002649,Michel Taburiaux ,4.588
51483,Julien Seri,6.729
4098007,Karim Mekhaldi,0.673
96019,Marie Blanchard,3.17
4348424,Pauline Foeillet,0.209
1146845,Anne-Elisabeth Blateau,3.269
3271286,Romain Fisson-Edeline,0.603
42119,Gale Tattersall,7.027
163461,Marta Kauffman,10.653
89113,John Robert Hoffman,5.273
151208,Howard J. Morris,2.277
2970821,Kelly Park,2.924
2377418,Ninomiya Hiroyuki,0.309
2071473,Tatsuaki Kimura,2.162
1729768,Jack Heiter,1.028
1236458,Ronnie del Carmen,6.396
35270,Eric Radomski,5.527
1095796,Peter Shin,6.475
2865546,Turk Flipnutt,0.549
3377848,Lee Pyeong,0.707
2008895,Sebastian Wagner,0.913
69259,Dominik Berg,1.744
3771522,Elisa Perini,0.395
4287523,Gianmarco Formica,0.729
4287522,Flavia Battista,0.037
1574133,Sergio Ercolessi,4.432
3961655,Beatrice Khechini,0.712
2825164,Luca Esposito,1.239
2015087,Stephan Busch,1.487
1242928,John J. Desmond,1.304
133423,Prakash Jha,7.545
2517757,Thatchaphong Suphasri,1.686
2375592,Rich Wilkie,1.763
1723031,Kunihiro Nagase,2.684
107456,Lionel Banes,3.136
109845,Walter J. Harvey,3.875
29296,Paul Beeson,6.528
101520,John Gilling,7.949
10222,Roger Moore,23.934
12804,Peter Yates,14.71
61821,Robert S. Baker,3.768
107333,Jim O'Connolly,2.054
5629,Freddie Francis,12.134
107541,Michael Truman,6.286
185047,John Ainsworth,5.408
185050,John Paddy Carstairs,3.427
133235,David Eady,3.363
185054,Ernest Morris,5.674
96758,Anthony Bushell,4.978
159232,John Krish,5.783
2106895,Chen Rong Hui,0.66
1036431,Rita Horst,2.968
2235285,Péter Soós,0.458
1200197,Paul Onorato,3.058
7333,Darren McGavin,22.742
83810,Vic Morrow,17.837
2515363,Eric Fullilove,1.413
188247,Max Varnel,5.17
2666709,Yusuke Shimizu,3.631
1848261,Shin'ichi Yokota,0.932
1848208,Koichi Usami,6.915
65532,Carl Binder,10.333
3649409,Candace Allen,2.13
35525,Richard T. Heffron,2.474
46944,Michele Lee,12.804
1264707,Matis Mäesalu,1.662
3946376,Eylül Erbil,0.204
2860664,Batuhan Özbulut,1.309
3139334,Aytug Dereli,1.403
2484762,Juha-Matti Toppinen,0.934
4613736,Bill Van Den Bussche,0.041
1756483,Linnea Pettersson,2.902
1076269,J-P Passi,2.345
3959284,Kelly Väli,2.246
3962253,Erik Hans Sepp,0.545
1134721,Tom Heene,1.652
4612125,Mete Övünc,0.011
3783737,Helen Räim,0.783
3785318,Alesja Suzdaltseva,1.159
2856042,German Golub,0.576
3276518,Teresa Juksaar,1.141
4612123,Candas Tüfekçi,0.102
3822590,Anet Õunpuu,0.598
3229542,Jonna Salonen,0.311
2872189,Rebeka Rummel,1.002
3769082,Tatyana Umek,0.117
2554430,Mikko Niskala,1.295
238945,Ahmet T. Uygun,0.349
3526181,Zeynep Burcu Keçecioglu,0.672
3229345,Niko Himschoot,0.05
4492153,Lauri Ojanen,0.167
1630711,Tõnis Pill,2.072
2679481,Ralf Siig,1.904
3814586,Ekin İlkbağ,1.481
2296644,Oskar Lehemaa,3.195
1146102,Juuso Syrjä,4.193
1123761,Måns Månsson,5.748
1595274,Piret Toomvap-Schönberg,1.979
4613704,Saana Sivonen,0.273
1305251,Tusse Lande,4.911
3714367,Mike Van Kooten,0.001
572429,Klaus Gendries,8.673
1240246,Koyalee Chanda,3.356
34949,Lucy Walker,5.751
93428,Traci Paige Johnson,4.704
1229132,Denny Lawrence,5.048
153192,Peter Maxwell,5.17
105595,Kevin Dobson,19.482
1858805,Peter Dodds,0.039
1226560,Ira Ungerleider,10.219
3146166,Huang Chun,1.008
2020863,Ivan Gudkov,4.321
1947019,Théodore Bonnet,4.943
4429299,Yu Guang Zhong,0.055
2131878,周沬,0.001
3642555,Ernie Vosloo,1.666
96172,Sam Levinson,14.946
1545325,Baek Seung-bin,2.806
83153,Park Hyun-jin,7.199
3159508,호명개,0.001
1796024,Niles Heckman,1.655
1015065,Daisuke Yamanouchi,4.942
1151834,Joe Robert Cole,3.619
1661847,Steven Canals,5.851
1037963,Sunu Gonera,5.694
15347,Michael Giacchino,13.849
11678,Rainn Wilson,27.962
2458779,Sanji Senaka,4.073
1522055,Jelle Brandt Corstius,0.242
1128180,Corrado Bartoloni,2.232
3083780,Rita Vicario,0.133
127636,Renzo Arbore,4.214
3083938,Francesco Galvan,0.024
2131882,Димитър Петров,0.258
2462982,Mohd Fazli Yahya,0.843
2330434,Eez Jalaluddin,1.012
75266,Scott Major,13.675
1336277,Sian Davies,3.847
556471,Ana Katz,16.593
1111474,Bryan Mason,4.075
234103,Markus Imboden,6.762
592365,Ivo Macharáček,2.244
1620225,Kazuhira Suzuki,0.377
3362019,Ryô Kinoshita,0.85
1271989,Giacomo Martelli,4.68
2209601,Morgan S. Dalibert,2.447
2132017,Valentin Vincent,4.563
3133905,Svante Karlshoj Ipsen,0.002
3293591,Kwak Jung Eun,0.343
3293590,Lee Seo Young,0.014
3284795,임좌빈,0.277
1460252,Daniel Férnandez Abelló,0.456
1629318,Javier Agirre Erauso,1.019
1525872,Alice Waddington,4.543
54526,Paco Plaza,11.813
54525,Jaume Balagueró,7.837
2517815,Pablo Centeno Redondo,0.103
932115,Paula Ortiz,7.408
95320,Rodrigo Cortés,5.62
118303,Nacho Vigalondo,12.289
96690,Rodrigo Sorogoyen,10.625
1193175,Antonio Ordóñez,3.493
3401691,Chao Niu,0.736
1549381,Masashi Ishihama,4.893
3149214,Masaya Yasutome,2.373
3386251,Chloé Miller,0.816
12786,Simon West,20.394
1561288,Takao Kinoshita,1.877
554561,Hisao Ogura,5.033
1427113,Meiji Fujita,4.453
80754,Etsushi Toyokawa,9.078
131186,Tetsuya Nakashima,6.352
107668,Katsuhito Ishii,7.811
4047419,Masanori Murakami,0.162
222282,Ryôichi Kimizuka,10.216
4047395,Hideki Takeuchi,1.043
4047388,Masaya Kakei,0.043
3134778,Tico Fernandes,0.063
225034,Joshua Zeman,7.73
4047099,Xiaodong Yin,0.192
1168310,Borja Soler,4.837
1288697,Carlos Marques-Marcet,1.421
1557040,Belén Funes,1.579
4047162,赵文瑜,0.005
4047163,王永,0.002
942871,Rosa Estévez,5.111
1641357,Luis Gimeno,1.785
1335120,Aitor Berenguer,4.068
61290,Matthew O'Callaghan,2.97
23467,Pascal Rabaud,2.017
35266,Kevin Altieri,7.707
81588,Phil Cummings,4.081
54909,Shaun Cashman,3.326
81621,Alex Almaguer,3.826
2186927,Park Soo Cheol,0.148
3526837,Gary Sing,1.348
4198119,Gong Yuhan,1.112
1254572,Walter Weber,2.311
28193,Peter F. Bringmann,3.978
28369,Manfred Stelzer,7.773
43440,Martin Enlen,7.977
49438,Manuel Siebenmann,4.787
1412742,Julian Parry,4.169
82439,Russell Bacon,6.467
2072793,Craig Barden,1.16
1438645,Steve Anderson,0.22
72913,Morten Arnfred,8.534
1332601,Randall MacLowry,2.262
1426153,Razvan Savescu,2.02
1553302,Daniel Sandu,3.903
1707655,Alexandru Avadanei,1.501
1225141,Alan J. W. Bell,0.769
2352768,Giga Lortkipanidze,0.537
2352769,Gizo Gabeskiria,0.605
181751,Jason Katims,5.487
3497,Kyle Chandler,27.138
21546,Joe Gannon,3.759
26512,Carroll O'Connor,13.255
1218840,Lila Garrett,5.66
1236244,Frank Corsaro,3.436
37371,Gianlorenzo Battaglia,4.316
44955,Lamberto Bava,7.218
1731195,Rae Kraus,2.429
2051105,Stephen Heneveld,2.556
2051106,Ben Juwono,3.242
1255721,Lee Dae-young,0.448
1349183,Zien Zhang,2.367
1426310,Jan Matthys,2.198
3050648,Coral Drouyn,1.803
28657,Matthew Fox,27.021
6340,Susannah Grant,7.146
1064529,Martin Söder,1.033
78860,Terry Cunningham,7.771
1934064,Steinar Borge,0.589
2085082,Tomohiro Furukawa,9.726
1885275,Etsuko Sumimoto,1.892
2879808,Daisuke Endo,5.453
1481778,Mika Saito,6.288
1489454,Kwon Hyuk-chan,2.271
2195043,Kim Soo-ryong,0.337
1895,Carl Reiner,19.776
13640,Harvey Korman,27.917
1323117,Neil Cervin,2.426
1181022,Zach Lipovsky,9.157
1938317,Adam B. Stein,4.585
1951517,Kyle Mack,4.239
1236291,Hugh Martin,3.1
937839,Suen Shu-Pei,2.528
5602,David Lynch,36.138
3702460,Mariana Richard,0.011
1236311,Kenji Hachizaki,5.744
1236314,Hiroyuki Aoyama,5.398
62318,Shin-ichiro Miki,25.894
1236309,Kazuhide Tomonaga,3.333
1296176,Kazumi Fukushima,7.547
3595354,Diego Spalla,2.258
1204159,Geoffrey Erb,2.495
56874,Richard C. Kratina,1.018
2791382,David Greene,0.151
11958,Peter Sova,2.941
2647091,William H. Steiner,0.554
33843,Frank Beascoechea,3.717
64798,Marc Laub,4.068
2785907,Jonathan Perry,0.534
2791381,Luis Soto,1.112
3595125,Rajeshwar.K,0.01
3593792,Emma Fraser,0.225
1346770,Ingrid Kvale,0.986
1881254,Valeria Fabbri-Kennedy,0.008
2370928,Pavel Šindelář,2.824
1290132,Eugen Sokolovský ml.,0.779
3028036,Jiří Vanýsek,2.235
1561024,Michael Bollacke,2.813
3560207,Michael Dalvano,0.061
57854,Cheryl Hines,28.421
141825,Rusty Cundieff,14.727
3593669,Claudio Francois,0.072
3569334,Ney Marcondes,0.142
3593670,Carlos Neves,0.883
3440864,Nuno Franco,1.466
3593640,Sadullah Şentürk,0.594
3322150,Caitlin VanArsdale,2.468
3367349,Maaike Scherff,0.63
1573557,Monika Tomova,1.81
129952,Sean McNamara,13.376
113925,Matt Dearborn,3.545
2832199,Hanna Marie Biørnstad,0.007
2180640,Andrias Høgenni,2.773
1192503,Barry M. Wilson,0.699
164599,Colin Budds,5.641
1791,Harve Bennett,10.762
3110574,Angela Alonso,0.011
2415784,Aleksandra Butko,0.748
1259266,Yehia El Alami,2.617
1934067,Ram Nehari,1.058
4650027,أحمد صقر,0.001
1767755,Yuriy Vladovskiy,1.725
3146415,Meng Hu,0.337
583451,Aleksei Rudakov,3.3
3057670,Dmitry Semenov,1.054
1987866,Ilya Aksenov,3.503
1087759,Kenjirô Ohmori,3.508
1688564,Kunihiko Watanabe,0.455
1197950,Hideo Onchi,6.627
2193775,Yasutada Nagano,1.557
2343078,Izuan Mokhtar,1.21
1606566,Niklas Ohlson,3.91
111347,Mattias Ohlsson,6.131
1882962,Barry Gonzalez,2.141
21217,Jonathan Lynn,11.633
1945414,Renato Ogata,0.785
3223634,Marçal do Carmo,0.188
3882633,André Fernando Sturmer,0.35
2549391,Ryuji Hirakawa,1.838
3345305,Kai Hasako,2.069
107548,Ryo Mizuno,7.983
3498849,Masaya Machida,1.24
2216117,Mayumi Ogawa,1.265
4392222,Hiroaki Ikeda,0.55
3089404,Koji Maruoka,4.063
3211050,Yuri Fujinaka,1.81
3224373,Minami Murayama,3.085
3211047,Naotoshi Kuroda,1.695
1967865,Masami Inomata,2.156
1588966,Juan Moya,0.966
3882651,Carlos Barrios Porras,0.079
2608433,Thanamin Wongskulphat,3.632
3882401,Eiko Kataoka,0.232
3882400,Fumiyasu Yaguchi,0.295
102688,Jonathan Winfrey,10.714
130216,Scott McGinnis,18.442
2171664,Rodney Connell,1.429
2171661,Ed Fuentes,0.582
214348,Gary Menotti,1.932
2171666,Walter Olden,0.304
2110018,Easy Ferrer,6.663
17048,Nancy Schreiber,5.1
182603,Lynn Hamrick,4.333
1200543,Bruce Alcock,1.638
3388183,Fernando Moro,0.098
2195040,Maurício Baggio,0.738
1961099,Jandir Santin,0.721
1124986,Aly Muritiba,3.636
591997,Jerry Lopez Sineneng,3.869
230701,Ahmed Saleh,3.223
1792357,Takashi Kamei,1.308
3930047,Shintaro Matsui,2.747
3506273,Yuri Uema,1.795
3650352,Daisuke Shimamura,1.342
3027855,Takumi Ito,2.232
3078584,Kasumi Hasuo,2.538
2878588,Kim Bong-duk,1.946
1663707,Masateru Yoshimura,5.009
2771074,Song Jin-Hee,5.3
3969664,Sin Seong-min,0.283
3112158,Jung Jin-Young,1.775
3919340,Zhuge Zijing,2.709
3220264,Kim Hyeon-gyeong,0.827
2984678,Song Hyeon-ju,2.293
3558711,Choi Eun-young,1.181
3746324,Jung Ji-moon,1.228
4004008,Go Yu-il,0.524
2175448,Ryu Seung-cheol,3.508
3941288,Park Gi-deok,0.639
2984658,Jeong Eun-hee,2.342
3432098,Lee Dong-hun,1.165
2971028,Jeon Jong-min,2.361
2771076,Han Eun-mi,1.405
4028625,Jo Hae-jung,0.524
3344184,Park Yeong-hee,1.198
3329389,Kim Ran-yeong,1.645
4028629,Mu Bon,0.781
2984666,Lim Ji-hyun,2.589
3308166,Park Song-hwa,2.608
4028645,Yoon Jeong-hae,0.713
4076955,Noh Jyeong-eun,0.409
3877920,Yeon Ji-hye,0.782
3503005,Ham Kyung-mi,0.195
3344172,Im Jin-uk,2.367
3432107,Seo Sun-yeong,1.505
3980721,Kotone Yoshida,3.129
3930123,Kim Seo-jin,1.17
4120357,Miao Longen,0.612
3435926,Kurika Yamagata,5.571
3112165,Park Eun-ah,1.314
2746813,Linn Sackarnd,0.594
1834301,Hermann Pölking-Eiken,0.863
2779398,Nathalie Dietrich,0.028
2073316,Katharina Krohmann,1.499
2779392,Jörg Bandmann,0.057
3594049,J.B.,0.047
2057757,Kensuke Tsukuda,3.265
3564499,Sam Mortimore,0.073
2040421,Dominique Adt,1.383
3231957,Bella Falk,0.79
2039422,James Franklin,1.063
2341672,Bianca Zamfira,1.172
2277094,Thomas Cirotteau,1.288
1747383,Alexis de Favitski,1.57
2678311,Oscar Chan,0.901
1487421,Pascal Cuissot,2.607
1186423,Stéphane Bégoin,2.713
2304673,Marius Doicov,0.034
3434126,Tomasz Cebula,1.035
1751075,Martin Gorst,2.306
2214123,Véronique Préault,1.974
2340337,Laurent Lichtenstein,0.896
1182194,François-Xavier Vives,1.121
2549812,Liza Fanjeaux,0.521
3893892,Robert Marsden,1.023
3450610,Ian Glatt,0.795
2544513,Laurence Thiriat,1.261
3010081,Thomas Marlier,0.568
1958378,Alex Collinge,0.092
3750000,Saleha Gherdane,0.568
3478109,Clementine Cheetham,0.136
1830433,Pierre-François Gaudry,2.283
1747535,Agnès Molia,2.054
2645973,Christine Tournadre,0.112
1913174,Terry Black,4.41
1694425,Herlé Jouon,3.357
3887918,Adam Warner,0.406
2414206,Matt Currington,0.26
1894136,Mathieu Schwartz,4.057
1828981,Luke McLaughlin,1.782
4136811,Katie Reisz,1.243
3688726,Ross Kirby,0.763
2169088,Jean-Luc Guidoin,0.055
3947702,Poppy Pinnock,0.231
3219866,Vincent Pérazio,0.368
3460511,Sarah Carpentier,0.398
2200021,Nick Hardie,0.945
1477085,Guy Beauché,1.074
3681375,Matt Walters,0.137
4487721,Will Aspinall,0.031
4647439,Fabio Cerveira,0.102
2741161,Olivier Hennegrave,0.363
1675073,Oli Sloane,1.259
2030566,Philippe Tourancheau,0.725
1975578,Klaus T. Steindl,0.441
1694426,Pascal Guerin,0.255
1558412,Ruth Chao,2.549
1907753,Michael Douglas,1.481
3298509,Ashley Morris,0.625
2621855,Jamie Wiggins,0.952
4102989,Pierre-François Gaudry,0.083
2021566,Elliot Kew,2.099
3030867,Thomas Risch,0.037
3893886,Ailsa Fereday,0.844
1273557,Sue Learoyd,0.619
3434129,Mat Stimpson,1.264
4481436,Alexis de Favitski,0.012
2540815,Martin Williams,1.99
1257893,Ian A. Hunt,1.317
3470538,Roland Doust,1.298
1944505,Patrick Cabouat,4.247
2410598,Henry Fraser,0.686
3312158,Kate Szell,0.769
1940634,Freya Williams,1.049
559311,Chad Cohen,1.763
1116388,Ashley Gething,5.235
2386240,Stéphane Huonnic,0.539
1942782,Emmanuelle Sudre,0.137
3810634,Lila Salmi,0.104
2921129,Alexandra Barbot,0.384
1747553,Thibaud Marchand,0.935
1588192,Paul Bradshaw,0.372
3115529,Stéphane Jacques,0.125
182690,Matthew Thompson,5.601
1349476,Graham Townsley,1.971
81225,James Honeyborne,2.589
1747555,Nathalie Laville,1.154
65631,Louis-Pascal Couvelaire,3.185
3683229,Clément Champiat,0.266
226291,Naomi Austin,1.393
2579883,Gabriel Martiarena,0.26
1472468,Mark Brownlow,3.052
1361698,Cédric Robion,1.033
1660843,Duncan Bulling,1.883
3415448,Takumi Hisaizumi,0.403
1282295,Raúl Navarro,3.046
2746507,Martin Amiot,0.604
2304653,Hana Liu,0.577
2304654,Natalia Strawn,0.063
2305045,Tyler Zak,0.002
199998,Jim Milio,3.527
2681256,Mary Hardwick,0.001
2694146,Nancy Platt Jacoby,0.292
4118442,Thierry Sirois,0.811
3594030,حسام علي,0.001
1242729,Jill Mitwell,0.962
2270794,Audrey Hynes,0.142
1727772,Chris Bailey,2.514
2448681,Etienne Fournier,0.195
2297791,Daniel Vigneault,1.626
2174329,Vicky Liddle,0.036
1827868,Rachel Denning,1.356
2070791,Sarah Russell,1.749
2174840,Andrew Barker,0.102
2174331,Eleanor Taylor,0.612
2174875,Annabel Hodgkinson,0.119
2051205,Edward Ames,1.398
1926634,Caroline Bridges,0.657
2174838,Matt Try,0.036
1646282,Joe May,3.039
3159874,Niall Fraser,3.379
2174647,Karlvyn Dove,0.248
2174317,Sam Wiggett,0.204
2174315,Ashley Price,3.284
2174851,Peter Fearon,0.083
2174858,Luke Brotherson,0.065
2174857,Rachel Stacey,0.179
2174817,Edward Dick,0.367
212025,Piotr Szkopiak,4.163
2174823,Lisa Wedgbury,0.117
2174312,Laura McSwan,0.107
2174646,Rachelle Williams-Parker,0.293
2163409,Ito Akinori,1.337
102109,Brett Morgen,7.232
1065249,Olga Livinskaya,1.873
1277281,Denis Karyshev,5.075
2441139,Ivan Holub,1.525
1984236,Ian Macmillan,1.4
1861450,Renuka Jeyapalan,4.292
1081108,Haruhiko Mimura,5.649
227630,Eiichi Kudo,11.417
2544461,Franck Decluzet,0.241
1980108,Éric Bacos,0.195
2540942,Jean-Hubert Martin,0.001
2714203,Julien Bur,0.001
1749873,Jean-Marc Dauphin,0.012
3971314,Marushka Hullot-Guiot,0.001
2642524,Rick Murray,1.999
2383408,Rami Hanna,2.561
114722,Kentaro Otani,9.654
71660,Caveh Zahedi,9.054
1721852,Mizuki Nishizaka,0.7
2071156,Shyunsaku Kawake,0.619
2735191,Cansu Gamze Durmuş,0.857
2746537,Mohmmad Chehrazi,0.001
2746538,Najibullah Amani,0.001
3788192,Chip Hirzel,0.151
3788202,Janice Huey,0.151
1888105,Joseph Camp,0.008
3788242,Charles Anderson,0.02
1210747,Alexandr Veledinsky,4.122
3150653,Kohei Asahi,1.826
2722077,Haruki Suzuki,2.115
212501,Michael Ruscio,3.615
2152,Alan Ball,10.296
32203,Stephen Moyer,30.381
50768,Nancy Oliver,6.653
15802,Gregg Fienberg,3.896
1102816,Simon Jayes,4.767
3021233,曹小卉,0.001
1264145,Per-Arne Svensson,0.45
92410,Anders Nilsson,3.899
92409,Richard Holm,8.852
55884,Peter Lindmark,6.607
47062,Daniel Lind Lagerlöf,5.872
1333855,Ying-Ting Tseng,1.315
1187885,Ewald Burike,0.811
1252983,Julian Jones,3.088
1705991,Flip Redelinghuys,0.084
1705990,Louise Smit,0.063
1705992,Ria Human,0.486
4453,Thomas Vinterberg,12.019
2025246,Ed Bell,1.253
131242,Anthony Bell,7.115
3132664,Celia Kendrick,2.112
1432400,Wojciech Todorow,3.592
3452670,Bartłomiej Bujko,0.886
2070699,Łukasz Gutt,2.387
1062686,Magdalena Łazarkiewicz,3.018
1955526,Olga Chajdas,6.854
293579,Kasia Adamik,6.803
2399226,Issei Arakaki,2.653
3726386,Víctor Méndez Sanguos,0.001
2859191,Tomaz Viola,0.35
1914549,Felipe Briso,1.872
128276,Otto Bathurst,13.842
116306,Richard Dale,8.032
928493,Barnaby Southcombe,5.421
7062,Andrew Lincoln,29.595
1589408,Reza Moradi,0.544
2397287,Sumie Kinoshita,1.43
554868,Masaki Kajishima,1.357
2384129,Kousuke Kawamura,3.674
1746734,Nobuo Onuki,1.634
3726305,Oman Dhas,0.001
3412503,Sammy Purcell,0.409
2224528,Daniel Sharp,1.05
1217106,James Woolley,3.542
2239677,Emilie Mannering,1.377
2557915,Ben Marsaud,3.142
2599944,Ed Hillie,0.139
1734526,David Symonds,0.788
2004912,Li Haoling,9.233
1976252,Masahiro Takase,4.238
4568408,Hideo Rokushika,0.077
4570440,Takeshi Yamada,0.038
2053599,Richard Olson,0.741
558643,Bill Getty,0.942
4083142,Ted Nichols,0.808
1129504,John van Bruggen,3.25
3891254,David Pemberton,0.001
1815688,Yoshimi Agata,2.39
2386158,Ikuo Yamakado,6.017
1135748,Susumu Aketagawa,2.562
1451946,Masayuki Gotou,1.51
551880,José Louis Mignone,1.655
1473963,J.R. Hall,0.568
1741675,Anders Falk,1.327
1069449,Bill Sheehy,1.025
1118143,Darryl E. Smith,0.832
1727499,Karina Friend Buck,3.293
2835956,E.C. Carr,0.076
1192052,Ed W. Marsh,2.798
1042212,Thomas C. Grane,2.161
1586360,Sandra Murray,0.175
1018897,Tsutomu Shibayama,6.736
40219,Ron Ely,20.098
228956,Dave Unwin,2.841
122965,Dianne Jackson,6.644
2581843,Mike Stuart,1.56
1989546,Andy Kemp,1.035
1030477,Geoff Dunbar,5.184
1773189,Jack Stokes,1.488
