composer_id,composer_name,popularity
1779241,Allison Wright Clark,1.491
2305606,Peymon Maskan,1.166
37930,Cho Young-wuk,7.593
3801502,Aytuğ Yargıç,0.611
3041216,Lasse Mossberg,0.001
565181,Jan Lööf,2.468
1825093,Kyan Bayani,1.303
2470901,Stephanie Taylor,1.641
1381057,Danny Chang,1.427
2321688,Piet Souer,0.043
2628381,Soma Genda,3.046
3298762,Shunsuke Suzuki,0.394
1096819,Toru Ishitsuka,4.67
1433564,Michael Idov,12.869
1050103,Ángel Parra,3.412
1707570,Eli Santos,0.066
3396749,Willames Costa,0.001
2464220,Kanako Hara,2.877
1124193,Tya Subiakto Satrio,1.68
3093611,Stavros Potamaris,2.133
3109975,Takashi Takaomi,1.224
204484,Ken Burns,9.835
4403287,Miwa Yokomizo,0.008
4406629,Masanobu Kuroda,0.022
1951938,Kozo Hosomi,0.002
3148618,John Mortarotti,0.628
2964565,Rosario di Bella,0.002
1748371,Kin-wai Wong,0.62
935557,Marvin Dolgay,1.263
1190439,Sister Bliss,2.573
130151,George Clinton,18.109
3769981,Meade Bernard,0.614
2199543,Kimitaka Matsumae,0.603
2758059,Suguru Yamaguchi,1.809
1280058,Benjamin Speed,2.069
1181479,Anton Sanko,2.635
3738991,Sahej Bakshi,1.043
3738992,Sarvesh Shrivastava,1.029
1495459,Piotr Marczewski,3.672
1605375,Bob Zimmerman,1.147
2421858,Hiroyuki Takei,0.843
1284154,Camilo Froideval,3.052
1587252,Dan Zlotnik,1.576
229617,Ximena Sariñana,11.556
73174,Nikos Mamangakis,1.655
3195927,Jun Murayama,0.627
3743227,Yuki Shoji,1.054
1270338,Fábio Goes,2.201
2216449,Yukiyo Nakamura,0.705
228971,Álvaro Díaz González,2.693
2615069,Raúl Aliaga,0.568
125212,José Nieto,6.511
1405012,Eduardo Magallanes,0.868
3979710,Heo Seong-jin,0.808
4320759,Yashiro Fujio,0.424
3559325,Sebastian Robertson,0.329
3476204,Eduard Idelchuk,0.018
1280685,Ján Melkovič,4.706
3475729,Ravindra Shinde,0.001
3475728,Amit Kumar,0.001
2258072,Shravan Bharadwaj,1.029
1401637,Robb Wenner,2.183
1374477,Conny Malmqvist,1.086
1530290,Hans Åkerhjelm,1.38
4665562,jizue,0.028
935230,Bart Westerlaken,4.427
1173030,Gérard Cohen-Tannugi,0.559
1973714,Emmanuel Zouki,0.08
3207972,Alban Sautour,0.011
3207956,Évelyne Ranaivoarivony,0.14
3207963,Thierry Simonnet,0.567
3207970,Joël Grare,0.052
3207971,Hugi Guðmundsson,0.031
2996528,Ingólfur Sverrir Guðjónsson,0.001
4689310,Jens Oettrich,0.941
2075551,Tetsushi Ryû,0.195
2879661,Arshad Mehmood,0.082
1270420,Masaaki Hirao,4.117
1975132,Joe Bretz,2.097
1357011,Natasha Khan,2.05
3209900,Satoshi Igarashi,2.75
1932593,Masaya Koike,0.423
1125263,Togoshi Magome,2.409
1788465,PMMK,0.374
2964263,Yoshiro Irino,0.335
2964557,Yosef Munro,0.56
3240827,Hakuei,1.655
1553803,Giuseppe Cassin,0.645
1940155,Rachita Arora,3.294
4255401,Kaoru Otsuka,0.564
2395560,Tak Miyazawa,1.768
2896035,hisakuni,1.281
1299239,Vadim Bibergan,2.138
2256201,Rui Carvalho,1.471
4420085,Lee Mi seong,0.028
2518665,Aleksey Petrozhitskiy,0.07
6526,Julio de la Rosa,1.624
2893696,Fernando Julio,0.629
1179840,Garth Neustadter,0.741
2174423,Gaili Schoen,1.406
1849450,Simon Farmer,3.697
2808857,Daniel Lencina,0.43
7020,Trevor Jones,8.575
1023809,Volker Bertelmann,5.008
1347236,Leslie Powell,2.748
2385377,Ayako Otsuka,0.231
2883969,Jason Steele,0.704
4693015,Jack Long,0.105
223153,James Vasanthan,4.519
3298836,Rick Juckes,0.001
2068135,Yuria Miyazono,1.312
2334522,Clara Luciani,5.34
1898923,Atom Smith,1.106
3291484,Kent Holmes,0.212
3192270,Warre Simons,0.746
2314310,Trevor Gureckis,2.061
2340113,Daniel Freundlieb,0.581
3050262,Hernán Soria,0.003
2631583,Jakub König,0.265
19167,Matthieu Chabrol,5.447
1603713,Firat Yukselir,1.043
55440,Joseph Vitarelli,3.1
3809922,Takashi Kodama,0.157
2625806,Andrej Mašín,0.112
1353509,René Rypar,2.139
4523185,Mallar Sen,0.815
4232308,Ishaan Divecha,1.117
1833714,Dimitri Tchamouroff,0.561
2261286,Gaemi,0.6
1582097,Kayo Konishi,2.656
1781839,Yukio Kondo,1.268
108316,Hal Lindes,5.79
4092352,Sherif Nour,0.001
1723859,Cristian Schmidt,0.433
4088818,Elena Talakova,1.723
1777200,Shoji Ikenaga,1.463
1855046,Carl Harms,0.325
1451015,Robert Allen Elliott,0.304
2051500,Khamosh Shah,0.627
2898670,Taner Demiralp,0.517
2615017,Franziska May,0.466
3037028,Ömer Ahunbay,1.151
25548,Danny Lux,12.043
1042699,Rob Simonsen,9.414
3733796,Dominic Nunns,0.147
3526864,Yoshiyuki Usui,3.238
3557967,PKCZ,0.107
555098,Keishi Urata,1.91
1173561,Jerzy Satanowski,4.315
4372097,Robert Majewski,1.347
1383699,Yalçın Tura,2.152
4191642,Ferhat Livaneli,1.023
1063749,Serge Besset,2.253
2962495,Rich Devletian,0.195
3690856,Daiki Takasawa,0.356
2962315,Yoda Mitsumasa,0.349
1400892,Frank Ricotti,8.512
2301719,Michael Künstle,1.434
2485953,Matteo Pagamici,1.112
1542687,Alana Da Fonseca,1.861
39011,Egisto Macchi,1.644
4157949,Legio Symphonica,1.436
2079025,Takahiro Yamada,1.029
6739,Erran Baron Cohen,2.271
1591051,Robert Watson,0.897
2535703,Gō Satō,0.144
2949042,Chihiro Tamaki,1.667
2949039,Takamitsu Ono,1.25
1448748,Chad Birmingham,2.94
1357258,Christian Bruhn,0.909
3763584,Lorenzo Castelli,0.073
1736460,Alex McMahon,0.464
1176555,Christophe La Pinta,1.218
1392836,Carlos Rafael Rivera,1.247
3481490,Sean Barry,0.347
2578572,Yorihiro Ike,1.022
1262772,Aske Bentzon,4.945
2248805,Josef Rozhoň,3.317
1418205,Nicolás Uribe,3.653
1945989,Pravesh Mallick,0.303
2631639,Shailesh Rao,0.003
581880,Sandee Chan,3.898
3608908,Dizparity,1.557
1354899,Esteban Navarro,4.529
3740231,Orkiestra Symfoniczna Filharmonii Narodowej,0.136
4064291,Choi In-hee,0.139
2716035,George Bjorvik,0.035
1958234,Kıraç,1.182
2383098,Lodge Worster,2.81
1155140,Dan Romer,7.196
1801315,Curt-Eric Holmquist,0.494
2920186,Roman Žiaran,0.171
1397698,Hermann Amann,0.087
2445048,Alex Chorley,0.001
3185,Leonard Cohen,3.797
233124,Philip Sheppard,3.245
1781615,Heather Kreamer,0.966
2396274,Koo Bon-chun,1.462
3061643,Эдмунд Шклярский,0.001
560227,Julian Maas,6.16
57518,Christoph Kaiser,4.652
1372837,Mark Gordon,1.425
2118044,João Victor Barroso,0.721
4257386,Rahadian Winursito,0.427
1185945,Aria Prayogi,1.272
2475870,Andre Harihandoyo,1.998
994575,Harold Wheeler,2.074
144732,Konstantin Gropper,3.122
2868858,Alex Mayr,0.206
1530082,Amanda Scheer-Demme,1.921
1530083,Adrian van Velsen,2.614
708,Martin Todsharow,5.547
1549197,Jorge Aliaga,1.099
2727804,Olivier Lafuma,0.105
2962008,Akira Miyoshi,0.743
1167046,Florent Marchet,0.881
3154293,Gen Okuda,1.456
32234,Graham Reynolds,6.231
580570,Buzz Moran,3.416
3691358,Giota Nega,0.469
1585788,Adam Sławiński,1.366
2206064,Dave Newby,1.089
2206065,Adele Cutting,0.718
2581129,Ulysse Bonneau,0.264
1565094,Pedro Navarrete,2.118
3423712,Daisuke Mizuno,0.746
4169330,Brooks Allison,0.06
2311132,Fuat Güner,1.564
2075548,Akira Nishizawa,1.366
3850526,Lúðvík Páll Lúðvíksson,0.006
3053578,Kristófer Dignus,0.157
4166734,Rithu Vysakh,0.349
2805153,Alexander Steinbrecher,0.02
1449187,Paul Saunderson,1.813
2408978,Nick Harvey,0.72
4168192,Aiba Jun,0.774
3420123,Leandro Piccioni,0.544
1282315,Mario Tronco,2.083
3977437,Giuseppe D'Argenzio,0.001
4494662,Paul Mesguich,0.01
3996723,L. Rybakova,0.148
2496777,Pierre Gambini,0.4
32857,Ali N. Askin,1.841
48910,Maurus Ronner,3.044
1742895,Christoph Schauer,1.146
958887,Paul Grabowsky,1.317
1380201,Mary Myers,0.001
105669,Michael Rohatyn,1.632
2936782,Colin Jacobsen,0.325
76597,Jeanine Tesori,3.801
3925616,Eric Jacobsen,2.167
2936784,Nicholas Cords,0.235
52982,Osvaldo Golijov,4.0
2673005,Chris Biondo,1.571
2498724,Lenny Williams,0.679
3791047,Xteon,1.542
2989501,Mehdi Ahmadpour,0.612
3791055,Amir Fakhaari,0.374
1325439,Attila Özdemiroglu,1.254
1431044,Keith Power,3.819
3624246,Hannah Peel,1.043
2663991,Matthew Simpson,0.268
2084666,Edward Hoyland,1.117
3428668,Murat Evgin,0.013
3428669,Meyra,0.765
1118688,Mehmet Erdem,2.037
968471,Leopold Ross,7.146
1922498,Udo Zimmermann,0.195
2960751,Sabir Madar,0.062
2242461,Zbigniew Zbrowski,1.546
3161428,Gao Xiaoyang,1.767
2623147,Wan Pin Chu,0.878
1611979,Jackie Mulhearn,4.647
1656225,Shari Johanson,3.103
1593272,Naoki Chiba,1.165
2518042,Wovenhand,0.057
60790,Jonathan Tunick,5.068
197961,Marshall Karp,2.426
3139377,David Horowitz,0.559
1206804,Karlheinz Stockhausen,3.356
4456137,Bobby Shmurda,1.182
3147143,Junko Nakajima,1.921
1946480,Michael Guggino,0.447
3275288,Mihalis Rakintzis,0.568
2090606,Dan Parry,0.151
142952,Steve Isles,2.51
4112468,Peer Åström,1.231
24315,Fred Karlin,4.287
2267148,Daniel Tauszig,0.161
2332716,Rebecca Kneubuhl,1.144
1435374,Chris Elliott,0.598
1194269,Andrés Sánchez,1.214
1099686,Gus Reyes,1.062
1678547,Emilio Acevedo,1.642
4384874,Krzysztof Herdzin,2.058
2438667,Will Schaefer,1.004
15119,Erik Satie,2.603
1040177,Alec Wilder,0.41
3550278,James Reichert,0.151
3251575,Tricia Halloran,1.151
3251553,Alex Shenkman,1.103
1308008,Robert ToTeras,1.116
1089018,Toshi Ichiyanagi,0.963
2656112,Valeriy Zubkov,1.121
27457,Luis Mendo,2.052
27456,Bernardo Fuster,1.088
37187,Jean-Claude Petit,2.518
4489089,Eric Bujard,0.95
1954869,Özkan Turgay,2.148
3614800,Arıkan Sırakaya,1.113
144178,Rahman Altın,2.897
227227,John Bissell,5.433
1842279,Bruno Roussel,1.672
4138122,Ezra Danielle Inano,0.064
2162780,Samuel Lucas,1.467
3730523,Sam Lucas,1.025
4097381,Doğan Kospançalı,0.002
4625134,Marc Hallisey,0.351
2836558,Filadelfo Castro,0.575
3792077,Michele Mandrelli,1.53
238049,Emanuele Frusi,1.098
3792075,Giacomo Calli,0.959
3882846,Ercüment Vural,0.25
3882848,Özer Taşkın,0.168
2713110,Seima Iwahashi,1.104
2713109,Ryota Tomaru,1.004
4622526,Daniel Golden,0.004
1563649,Carl Sondrol,1.158
1570714,Müjdat Akgün,0.427
4489438,Marjan Nečak,0.095
3834507,Ryu Young-min,0.804
2087411,Aleksandr Knaifel,1.676
1116673,Zeltia Montes,3.24
68344,Oliver Thiede,2.902
3689039,Alberto González Guerrero,0.235
3689035,Martha Acosta,0.502
3689036,Erik Carbajal,0.932
3689044,Israel Vidal,0.378
3689043,Manuel Ríos Montejo,0.043
3689037,Alberto Flores,0.433
3689038,José González García,0.162
3689040,Jorge González Guerrero,0.179
3689042,Ricardo Gómez,0.479
3472995,Lily Chen,0.102
1756039,Niko Röhlcke,0.752
1523560,Dominik Renč,1.205
2189042,Benjamin Talbott,1.553
2189041,Samuel Barnes,0.939
2189040,Victoria Ashfield,1.905
1711461,John E. R. Hardy,0.043
1468217,Richard Berres,1.112
68004,Jan Tilman Schade,0.291
2074371,Felipe Cadenasso,0.68
2074372,Antonio del Favero,0.253
539946,Will Gregory,2.818
89189,Mario Migliardi,2.249
3963996,Maurizio D'Aniello,0.347
3964185,Marco Grasso,1.515
3964186,Mauro Tondini,1.716
3963997,Elisa Rosselli,0.9
3345329,James Cartwright,1.55
3383617,Tokine,0.007
1444403,Souli Sabah,3.752
3668001,Takafumi Fujisawa,0.84
1173793,Rei Kondo,1.749
3542906,Shady Moanes,1.073
72419,Michio Mamiya,2.107
3500086,Hideki Nakanishi,1.053
221966,Christopher Papakaliatis,62.286
1030977,Kostas Christides,4.395
3688783,Giorgos Theofanous,1.008
3944357,Etienne Tricard,0.192
1720297,Maxence Dussère,0.941
554253,Maureen McElheron,1.399
4060962,Timothy Clark,0.034
68929,Laurie Anderson,8.697
554251,Hank Bones,1.099
3078,David Byrne,15.093
2098005,Mihara Tsunaki,0.022
1006121,Lars Winnerbäck,3.133
2027,Leonard Rosenman,6.594
2835301,Joel Crasto,1.572
86092,Toby Esterhuizen,3.024
101831,Thurston Moore,8.587
1651035,Zeynep Alasya,1.531
1535704,Shinji Kakijima,1.05
3583449,Munir El Wasimi,0.014
3045725,Oskar Linnros,0.475
2263538,Ronan Hardiman,2.097
81201,Charles Guard,5.057
2325740,John D. Boswell,4.801
3471700,Sargam-Nakash,0.501
2917060,Youichirou Yoshikawa,0.266
2240769,Ranjin Raj,1.759
3399996,Leandro Aspis,0.431
3399997,Carlos  valerio,0.274
3399992,Miranda!,0.22
2917203,Tolga Boyuk,0.613
2917206,Ekin Eti,0.099
2917207,Emin Yasin Vural,0.004
2768883,Ruskin Williamson,0.301
1284454,Yuriy Levitin,1.9
1627865,Boris Savelyev,0.129
1364681,Bruno Chevillon,0.104
3230535,Dominique Pifarély,0.533
125148,Jiří Chlumecký,3.909
1872473,Ian Arber,1.877
2737858,Guo Shensheng,0.027
2739957,Chen Zhiyi,0.364
25338,Nicolas Errèra,1.806
4371572,Alex Hancock,0.123
1439845,Juanjo Javierre,2.223
4533357,Kōshō Inomata,0.529
4588251,Amir Khalaf,0.059
4533732,Alex Heflin,0.001
1875123,António Lopes,1.854
1495520,Artashes Andreasyan,1.939
1319596,Dave Kushner,1.205
23594,Amy Marie Beauchamp,0.855
23595,Jose Cancela,3.895
1872162,Bruno Cardoso,0.966
1501238,Dudu Aram,1.498
2431673,Kenji Katoh,0.868
2163886,Nobuchika Teruyuki,0.192
1612766,Marcel Schweder,0.28
1612767,Simon Heeger,0.244
1612765,Maurizio Bergmann,0.052
1917925,Nil Karaibrahimgil,5.985
3765403,Natalie P. Montgomery,0.734
2026172,Kazım Koyuncu,0.603
3799797,Kemal Sahir Gürel,0.377
2619357,Hubert Maheux,1.706
2619361,Kenlo Craqnuques,0.767
2619362,Caro Dupont,0.156
1467667,Juan Cristóbal Meza,1.415
2619231,Rodrigo Saldaño,0.102
1673359,Masafumi Takada,0.43
2619250,Anibal Pinto,0.338
1056186,Andreas Bodenhöfer,2.015
3169385,Soner Akalın,0.451
5070,Philippe Miller,1.057
2329854,Geoffroy Delacroix,2.303
3515384,Bright Light Bright Light,0.058
2058960,Morteza Hananeh,0.607
1370591,Pascal Duffard,3.615
2201579,Noriyuki Kamikura,0.422
4100367,Kim Jeong-a,0.002
3517431,Jason NeSmith,0.365
1895242,Marcus Sander,0.762
4058764,Oona Friedrichs,0.006
4609974,Cartridge 1987,0.001
4720737,Randy House,0.25
1765344,Jarosław M. Papaj,0.157
1801569,Tom Keenlyside,0.79
3253217,John Mitchell,0.185
3253222,Anitunes Music Inc..,0.002
63834,Philipp F. Kölmel,1.672
57053,Mader,2.969
175505,Johnny Green,6.574
4737258,Dafne Holtland,0.216
2237155,Frank van Kasteren,0.156
4530455,Cevin Key,0.349
1168734,Michal Dvořák,2.419
125001,Ichirō Saitō,5.141
3863561,Eduardo Jaramillo,1.679
2599608,David Stal,0.994
4332512,Ray Kim,1.621
2713113,Asuka Ito,1.949
4480557,Jesse Klirsfeld,1.544
4345990,Stewart Cole,1.425
3022069,Shea Kole,0.57
4480558,Nino Basharuli,1.133
993587,Takanobu Saitō,2.675
3103379,Aamina Gant,0.641
1546047,Manish Raval,6.222
1827739,Jessica Harrison,3.088
1546441,Tom Wolfe,7.895
1763927,Masahiko Nishikiori,0.064
1962670,Farhad Fakhreddini,0.312
38309,Gast Waltzing,1.756
61802,William Motzing,2.828
1539183,Matt Bowen,3.116
2430305,Yvette Metoyer,1.881
2480856,Michelle Johnson,0.554
4640094,Ján Kovář,0.344
2145083,Sei Tojobeppu,0.377
3821774,Christopher Lewis,0.052
2182122,Laurent Ferlet,0.118
3875450,Vaida Baranovė,2.18
3794119,Žilvinas Liulys,1.446
1149657,Javier Rodero,1.03
2909168,Louis Côté,0.001
3529750,Rabii Zammouri,0.17
3525914,Yuki Honda,0.743
3525912,Atsushi Harada,0.231
1440496,Stan Jones,2.902
1282232,Nadir Göktürk,1.727
3513488,Gordon Brisker,0.441
16520,Joe Tuley,4.745
1206319,Hitomi Kuroishi,1.823
1835752,Ersin Bişgen,1.05
4024321,Cenk Taşkan,0.459
1315485,Marcus Viana,3.471
1657638,Francesco Fantini,1.117
995390,Ashok Patki,1.586
2438419,Taylor Stevenson,0.27
1133284,Shigeru Nagata,1.298
3316415,Paul Patterson,0.379
1207584,John McCabe,1.813
2203578,Vincent Artaud,2.276
3108702,Massimiliano Folgheraiter,0.001
4172723,Serge Pizzorno,0.181
2436526,Demián Gálvez,0.155
2430707,Camilo Lara,1.567
1846710,Souhei Kano,0.083
75678,Ollie Olsen,0.744
4700533,Great Park,0.083
1265302,Bruce Ley,0.455
4027319,Jed MacKay,1.067
4679807,Holmes Ives,0.031
2069814,Rafael Langoni Smith,1.635
2425989,Bill Motzing,1.035
4043393,Denis Sharko,0.354
2956326,Noriko Chiba,0.62
1504453,Jakes Bejoy,3.146
1825271,Samuel Hirsch,1.673
3734769,MIZYU,4.261
3734762,RIN,0.93
3734768,KANON,1.399
3734766,SUZUKA,1.266
16139,Yukio Nagasaki,16.325
2933320,Ryou Matsui,0.571
2533465,Rodrigo Escamilla,0.236
3409291,Alfred Trapscott,0.289
2617728,Xian Vassie,0.07
2618545,Petra Malíšková,0.6
1037319,Michal Novinski,3.748
3553031,Warryn Campbell,0.677
16673,Henny Vrienten,1.578
1756265,Henri Betti,1.021
2818176,Fujio Takano,0.788
1157806,Kitaro,3.108
3187070,Torfinnur Jákupsson,0.526
3389667,Ólavur Jákupsson,0.847
1075,Johnny Klimek,5.446
2061272,Gabriel Isaac Mounsey,0.29
3365628,Jerry Silvester Vincent,0.136
1069625,Simon Stevens,1.435
2789878,Gabriel Dib,0.426
55987,Christine Aufderhaar,2.402
130758,Andrew Monument,2.255
3895138,Shelton Mansfield,0.078
4336774,James O'Connor,0.005
1020145,Horacio Fontova,6.021
3427288,Luciano Tortorici,0.237
2880628,Ángel Mahler,0.411
23860,Fred Mollin,4.278
71957,Gilles Paquin,1.781
1298733,Brian Nevin,0.743
1549926,Akira Miyagawa,1.656
3655980,Richie Kohan,1.504
1611527,Sherwin Castillo,2.142
3840178,The Composers Club,0.346
3840177,Pure X,1.553
2785546,Yasuhiko Shigemura,0.098
2891794,Ashutosh Phatak,0.582
4528151,Simon Russell,0.015
1400206,Ken Howard,3.618
2461250,Darren Ellis Smith,0.122
2461252,Craig Dodge,1.498
2461249,Evan Haymond,0.864
2461248,Pfilbryte,0.043
1400205,Alan Blaikley,1.141
2322970,Lucia Chuťková,0.609
1203790,Halli Cauthery,2.965
1545447,Michelle Kuznetsky Silverman,2.077
3370855,Yutaka Suwa,2.629
1374340,Brandon Roberts,1.67
1637815,Mathias Duplessy,1.553
3548260,Yuuki Munakata,2.157
3354363,Sabine Steyer-Violet,0.251
3944299,Christelle Priméon,0.414
1157678,David Sztanke,2.15
2365862,Quentin Boniface,0.658
2119324,Mike Land,0.414
3944298,Eglantine Bouyssou,0.412
2001001,Dmitry Emelyanov,2.155
1864671,Nicolas Maingot,0.067
1870709,Nicolas Mingot,0.23
1868777,Daimaou Kosaka,11.423
1307634,Arthur Valentin Grósz,0.118
2383848,Gianni Bella,0.993
3741088,Ivan Kwon,0.252
55694,Herschel Burke Gilbert,1.06
30130,Hans J. Salter,4.485
39489,Jean-Claude Pelletier,2.366
24775,François de Roubaix,2.033
2435429,Kenji Hiramatsu,0.643
2724925,Zdeněk Procházka,1.076
1959460,Martha Plachetka,0.031
1959459,Dagmar Petrus,0.027
2220249,Justin Tranter,3.396
1466067,Gene Back,1.037
3105048,Yuki Saito,2.236
3121835,Alain Governatori,0.6
2978736,Ange-Marie Bisgambiglia,0.043
2955392,Christian Perret,0.001
3046277,Bharatt-Saurabh,0.521
135982,Joe Trohman,8.527
3468083,Igor Matkovič,0.592
3468084,Matjaž Moraus Zdešar,0.157
3468085,Jan Plestenjak,0.798
2374489,Yasunori Tsuchida,0.2
3610785,Ron Kenan,1.74
1744669,Udi Harpaz,2.156
57910,David Arnott,10.153
1234383,Bill Burnett,4.259
2346541,Ilya Dukhovny,2.217
928156,Richard de Bordeaux,0.528
3409490,Koji Matsuo,0.678
3437104,Ayako Hashimoto,0.883
4160218,adarsh anoop,0.028
3049025,Vishnu Varma,0.309
4635773,Ashraf Elziftawi,0.028
3072633,Roland Meyer de Voltaire,0.132
1680066,Fabiano Krieger,2.547
55838,Dado Villa-Lobos,1.076
1405958,Lucas Marcier,1.77
1108552,Brian Satz,0.63
129225,John Forte,3.063
4527118,Icoste,0.001
10536,Alex North,4.214
1925286,Aaron Fullan,1.123
1190738,George Shaw,2.169
2434972,Afroz Jahan,0.716
1601225,Wang Liguang,2.049
3899351,Bryan Winslow,1.018
3299500,Alex Seaver,2.625
1700105,Brandon Campbell,1.299
1097499,Cyril Orcel,0.337
1983365,Sam Gale,1.084
1286724,Toshiki Kameyama,10.465
2748367,Prima Setiawan,1.813
1304190,Krisna Purna,1.289
2747809,Pandu Maulana,2.123
3082101,Akira Miyagawa,0.748
1402338,Savio Riccardi,3.161
1960376,Jesse Stoecker,0.05
1493523,Benjamin Forrest Davis,0.778
2563852,Kevin Newson,0.505
3533331,Nick Carr,0.564
3458855,ko-ko-ya,0.002
588412,Takashi Kako,4.046
1554506,Jasper Boeke,1.407
68761,Randy Miller,3.908
1208374,Sammy Cahn,4.622
1102220,Denis King,3.016
104675,Bernd Wefelmeyer,2.121
63853,Eric Cadesky,1.613
68571,Francis Shaw,0.75
4369306,Amadeusz Krebs,1.612
1595692,Timo Steiner,1.33
1595690,Martin Kallasvee,0.576
4134157,Jared Michael Fry,0.6
4134179,Wayne Ingram,0.694
1859493,Dong Li Qiang,0.151
1958114,Wouter Verhulst,0.911
1958113,Riad Abdel-Nabi,1.007
53908,Goran Bregović,10.007
2513886,Dylan Früh,0.004
2878353,Scott Michael Smith,2.115
967148,Jeremy Turner,2.355
1169433,Álvaro Henríquez,3.136
2616784,Gilles Burgard,1.534
1665471,Davin Wood,1.621
1315942,Will Blair,4.607
1315941,Brooke Blair,6.128
4309881,Temel Zümrüt,0.008
2163965,Sergey Rudnitskiy,1.57
1601596,Ryuji Takagi,1.401
1868123,Santiago Dobles,0.68
1868119,Shafik Palis,0.641
1683784,Simon Ashdown,1.62
1529014,Donald Shaw,2.373
1920147,Brian Parkhurst,0.829
1207628,Jason Lazarus,1.116
1710592,Matt Kaleda,1.749
1994672,Toy,3.641
2054735,Terence Lee,0.165
2912414,Veiko Tubin,1.549
2913968,Huldrych Engone,0.028
3428264,Naoaki Ishihara,0.189
223183,Joey de Leon,5.5
1637,Joachim Holbek,0.802
3007770,Catherine Grimes,1.009
150857,Toby Chu,3.565
1316852,Rafael May,1.331
3959174,Jason Ryterband,1.432
4411419,Emanuel Heinstein,0.002
176055,Lou Scheimer,9.24
1692902,Ibrahim Maalouf,4.609
2942623,Shin Kouno,1.201
2785990,Mitch Lin,0.661
4528475,Ge-Wei Lin,0.028
1642738,Halvdan Sivertsen,3.007
3422155,Francis Shaw,0.064
1546128,Kate Miller-Heidke,1.593
1534506,Vicente Ortiz Gimeno,0.533
1507916,Alper Atakan,0.746
3943195,Zhang Zi Ning,0.412
2954303,Magnus Erasmus,0.271
2954305,Kristoffer Wrede,0.05
2161929,Garrett Gonzales,0.172
2494491,Yuya Mori,1.6
19016,Michael Brook,6.199
1489402,Dimitris Papadimitriou,0.543
1687674,Tim Laws,0.045
1687673,Lester Barnes,0.931
1295345,Dmitriy Malikov,2.59
3767,Peer Raben,7.43
2040411,Dario Russo,2.183
2090477,Ludovic Bonnier,0.723
2911796,C.R.A.S.H.,0.003
2911791,Beta Petrol,0.314
2911790,Raw Nerve,0.082
2774688,Paulo Almaden,1.246
2022451,Tsuyoshi Yanagisawa,0.705
2437946,Sarah Lynch,2.377
4014946,Steve Tait,0.514
1622818,Klaus Frers,0.749
1891333,Aparajith Sris,0.073
1849943,sakai asuka,1.554
1305978,Sten Sheripov,2.001
1191975,Hrishikesh Hirway,2.95
2034910,George Gabriel,3.184
3083079,Guna Balasubramanian,0.314
1337468,Nancy Allen,2.54
3934915,Jeff Delort,0.7
1160590,David Hadjadj,2.964
931162,Jack Antonoff,10.965
3977389,Syed Sohail Haider,0.235
4045403,Aziz El Shafei,0.027
3551136,Féloche,0.725
1108748,Jeff Toyne,2.912
2486703,Ian Herbert,1.27
1564527,Eduardo Ponsdomenech,3.661
69307,Doug DeAngelis,4.292
1210097,Shusei Murai,3.45
4192099,Henrich Leško,0.01
3058378,Miroslav Brož,0.935
4540302,Danielle Soury,0.558
4525899,Senri Tai,0.168
3984383,Teje,0.122
2262953,Catherine Joy,2.712
2924874,Robinton Hobbs,0.777
3244756,Tessa Phillips,1.265
1642538,Luigi Seviroli,0.504
2474018,Clark,0.825
1050947,Martin Brandqvist,1.218
79922,Delia Derbyshire,11.394
1598537,Kuni Kawachi,3.965
2512876,Eduardo Demangel,0.126
3675306,藤田淳史,0.004
129487,Ezzat Abu Ouf,5.609
72523,Evanthia Reboutsika,1.606
2864586,rino,1.024
1608456,Kaoru Okubo,3.329
1044163,Paul Brill,1.582
107923,Ulf Dageby,2.446
76374,Anders Herrlin,3.332
76373,Anders Bagge,3.473
76376,Jennie Löfgren,1.247
2000008,Alexander Temple,0.854
2433513,Jocelyn Scofield,0.917
3744319,Marc Mondello,3.184
2064465,Eri Sugai,0.141
545752,Hiroyuki Nagashima,3.846
73647,Eleni Karaindrou,4.64
1889,David Holmes,6.507
1161602,Keefus Ciancia,2.685
1953354,Demir Demirkan,1.487
1258691,Sezen Aksu,4.663
3556963,Masatomo Ota,1.276
4480016,Axel Román,0.377
3860196,Rafał Stępień,0.179
4356326,Karol Wachnik,0.659
4356327,Ricardo Dos Santos,0.034
2552611,Katarzyna Figat,0.363
4356321,Paweł Puszczało,0.939
4356324,Andrzej Gondek,0.391
4356325,Maciej Mąka,0.308
1855689,Chacho Gaytán,0.78
63357,Stephen McKeon,5.531
1381305,Pierre Alrand,0.21
2962396,Édouard Lalo,0.325
1911600,Guy Boulanger,1.406
2961603,Nabil Ibn' Khalidi,0.13
1171480,Rachid Taha,6.125
1912280,Robert Cohen-Solal,0.026
1810054,Ted Scotto,0.6
1912284,Philippe Beetz,0.001
3321066,Mikhail Radyukevich,0.742
3321060,Andrey Gololobov,0.491
3321137,Aleksei Grigoryev,1.432
3186,Trent Reznor,12.19
142391,Atticus Ross,12.608
3042942,Yasuyoshi Suzuki,0.82
70789,Andrew Lockington,6.474
3181338,Tristan Brusch,0.57
3182271,Moataz Weza Al-Moktashef,0.013
3464968,Olaf Deriglasoff,0.034
3489568,Oliver Good,0.834
3489567,Keita Inoue,0.691
2380047,Didier Falk,1.165
2266793,Bartłomiej Tyciński,1.415
1265044,Navneet Sundar,0.374
