composer_id,composer_name,popularity
3281133,Annie Lo,1.472
3641524,Tjörvi Gissurarson,0.027
2124039,Maxime Lebidois,1.508
2572601,Richard Jacques,0.104
2572600,Marc Sylvan,1.46
1852082,Sandy Nuttgens,0.139
1852083,Spike Scott,0.011
1760,Jerry Goldsmith,8.595
91245,Arthur Morton,3.755
3225475,Kei Tsuda,1.079
3401054,Yusuke Kasagi,0.474
2687042,Alex Panayotidis,0.619
1822843,Bhargav Purohit,0.868
3080890,Kedar Upadhyay,0.334
4706060,陈建骐,0.0
65044,Iva Davies,2.551
125257,Nina Humphreys,3.17
3062527,Marc Tortarolo,0.242
1740235,Shigekazu Aida,1.657
1684104,KREVA,4.32
4213927,Neraida Smith,0.837
3328500,Erik Scott Smith,0.035
2365905,Marie Leguizamo,1.595
2365912,Federico Castillo,0.518
4709438,Mark Topham,0.108
4709445,Karl Twigg,0.02
1971806,Jordan Gagne,5.311
1812980,Gaute Tønder,0.634
3201784,Mariano Saulino,0.375
1227841,David Boulter,7.022
1926866,Patrick Neil Doyle,1.107
2119826,Miguel Lara,0.707
2803650,Daniel Uribe,0.53
39517,Warren Ellis,8.966
6157,Kristian Eidnes Andersen,3.258
1542994,Dan Foliart,4.014
2686415,Howard Pearl,1.15
3901885,Fred Butter,0.834
1790450,Keith Strachan,0.249
1790451,Matthew Strachan,0.608
4207661,Sonia Petkova,0.011
1701881,Hideo Shimazu,4.029
2236828,Tom Armstrong,2.064
3352511,Edd Kalehoff,0.118
1339213,Jeff Charbonneau,4.252
1873238,Tony Merle,3.839
1494758,Alex Somers,6.062
1432359,Federico Lorusso,0.823
2523953,Winslow Bright,5.982
3022065,Milena Erke,1.569
1528942,Meghan Currier,3.573
2756594,Naoki Yamauchi,4.134
135505,Ed Welch,2.554
1901735,Richard Peaslee,0.315
1152735,Marc Fantini,1.636
1031536,Steffan Fantini,2.445
1445886,Scott Gordon,1.54
1368260,Shinichi Nakamura,10.23
3030601,Ryota Nozaki,3.294
3070808,Alois Palouček,0.693
1396442,Claude Desjardins,0.854
36164,Eric Robertson,2.225
2321120,Alberto Olmedo,1.586
1872944,Ignacio Pérez,1.628
1194263,Alex Sirvent,6.785
31731,Simon Lacey,1.317
1426724,Tom Third,3.564
1316821,Keigo Oyamada,4.723
1564351,P.J. Bloom,1.557
2494521,James Harpham,1.709
1987000,João Alves,0.116
4040449,Donovan Bullen,0.045
2936781,Johnny Gandelsman,2.353
1020074,Paul Buckmaster,2.388
1317454,Stacy Widelitz,3.765
52953,Michael Hoenig,3.15
24954,Jay Ferguson,3.926
1062751,Gian Piero Reverberi,0.578
147443,Gianfranco Reverberi,4.612
67637,Velton Ray Bunch,4.333
4056883,Denny Crockett,0.024
4056884,Ike Egan,0.081
1579541,Kenny Kusiak,0.876
4350872,Anya Lagman,0.382
2958425,Nicolas Snyder,1.132
2835302,Anand Bhaskar,1.597
1059135,Keith Hopwood,4.585
33804,Riz Ortolani,5.086
1996693,Salla Luhtala,1.162
2261867,Kim Wennerström,0.245
4360400,Juho Raja,1.138
2170072,Daemion Barry,0.452
2338050,Lachlan Anderson,0.571
3765228,Yoshiyuki Kawaguchi,0.926
2544023,Masaki Kurihara,1.218
3765230,Takero Sekijima,1.191
2508281,Edward Williams,2.171
1556420,Connie Farr,1.739
2956800,Christopher,3.518
38195,Nikolaus Glowna,1.838
49303,Martin Probst,5.825
68600,Florian Tessloff,5.673
1589799,Richard Ruzicka,2.474
4209742,Jeon Yonghyeon,0.059
2338568,Tom Barlage,0.01
1396159,Arno Willemstein,1.289
34734,Robert J. Walsh,0.706
4039837,Leo Pearson,1.681
554321,Satoshi Kadokura,0.6
105464,Amir Chamdin,5.098
1123804,Robert Mellin,0.419
2306956,George Grigoriu,4.57
1426436,Piotr Hertel,2.106
1858544,Saúl Torres,0.797
60967,Blain Morris,1.694
1034295,Kristín Björk Kristjánsdóttir,0.335
3182018,Trevor Powers,0.335
1900532,Chad VanGaalen,2.099
1451258,Kyle A. Carrozza,1.351
3865041,Mamoru Tanoue,1.407
2296907,Felipe Kim,1.021
1474613,Marek Eben,2.757
79101,Roger Mason,1.655
4039629,Ignacio Czornogas,0.141
3444428,Santiago Martínez,0.451
1484347,Asei Kobayashi,3.552
4308554,Ryoka Yamamoto,1.089
2723981,Jesse Keller,0.001
519846,Luigi Ceccarelli,2.975
1639827,Robert Lydecker,3.165
1309510,Kunio Miyauchi,2.612
2426311,Ōta Michihiko,0.603
1453074,Tadashi Kinoshita,0.148
4643149,Pedro Contreras,0.557
2240004,Lucas Lechowski,1.216
3163164,Thierry Larose,1.309
2080771,Acchorike,0.035
2040840,Jerzy Derfel,0.291
1364042,Christopher Willis,3.294
2052535,Dominik Turza,2.05
2191038,Jaroslav Celba,1.928
3802326,Jun Futamata,1.064
3350501,Adiescar Chase,1.261
2473125,Stefano Della Casa,0.328
2313545,Giovanni Arcadu,1.165
1770856,Taylor Stewart,4.763
2753113,Justine von Winterfeldt,3.059
2831284,Alexa Collazo,0.388
989610,Andrew Grush,9.853
993974,Josh Mancell,2.552
3538625,Rayhan Islam Shuvro,0.016
2736823,Horacio Salinas,0.871
2704408,Natalio Faingold,1.059
1432160,Jozef Slovák,2.674
1477238,Ľubica Malachovská Čekovská,0.54
1823598,Marián Čurko,1.778
1451899,Josh Cruddas,10.198
2668242,Isaac González,0.004
1606169,Iain Cooke,1.231
1428727,Patrick Jonsson,2.309
2927929,Tantely Zafimehy,0.68
2124857,Joris Clerté,1.774
1156996,Eirik Myhr,1.018
119023,Utollo Teshikai,0.787
1580405,Shigeo Komori,1.681
1048404,Keiju Ishikawa,0.888
2327489,Yuichi Watanabe,0.245
1959747,Giles Packham,0.78
2946886,Damien Paul Walsh,0.012
549340,Ray Harman,3.142
3622006,Die Hexen,0.265
1417920,Steve Moore,3.157
2804455,Wade MacNeil,0.011
1760786,Alex Cuervo,1.323
4741042,Anna Gloor,0.36
37038,Larry Groupé,3.44
2473625,Carli Barber,3.14
36596,Enjott Schneider,2.623
1200256,Taku Izumi,4.295
2129944,Adam Walaciński,3.166
4317643,Steve Horelick,0.004
32636,Bob Telson,0.769
1088159,Hiroshi Kamayatsu,3.415
1323214,Stefan Schrupp,0.535
933102,Nathan Matthew David,2.916
1292305,Brian H. Kim,3.368
1640828,Becky Bentham,2.824
3277672,Solomon Grey,1.084
2758628,Alena Eremicheva,0.589
2399273,Jonas Bock,1.18
1543201,Brad Joseph Breeck,2.075
4099279,Alexandre Brovelli,0.082
4099280,Arnaud Codet,0.015
1321604,Clément Tery,1.551
3622477,Dylan C. Jones,0.01
2779991,Satta Rojanagatanyoo,0.399
3105059,Bill Hemstapat,2.51
8461,Vyacheslav Ovchinnikov,1.634
2294740,Hideo Arashino,1.541
1180402,Sacha Galperine,1.5
41572,Evgueni Galperine,6.649
1828591,Alexandre Lessertisseur,1.627
3863169,Maciej Dobrowolski,0.558
1686456,Hannah Parrott,2.195
3686969,Michael Tan,1.112
1103509,Brett Creswell,1.932
3686971,Matt Manna,1.16
3674608,Frank J. Garcia,1.304
2916171,Alexandra Nickson,2.563
3272035,Yoshikazu Kawatani,0.373
929856,Takeshi Abo,3.185
2227165,Shunsuke Wada,0.529
1136796,Karel Mareš,4.572
4210257,Baek Eun-woo,0.165
2342610,Bharath Shankar,1.043
2304954,Tomoyuki Hamada,1.021
2817218,Zé Felipe,0.354
4153225,Hugo Manzi,0.001
1132447,coba,3.095
1398568,Jiří F. Svoboda,1.574
150488,André Moraes,3.472
2624321,Tim Blane,2.293
4642685,Barna Bence,0.001
3034121,Marta Sánchez,0.304
453,Riki Lindhome,39.136
132354,Kate Micucci,19.934
5287,Terence Blanchard,7.474
41574,David Reyes,1.431
2124003,Kennosuke Suemura,0.073
1161667,"Yuichi ""Masa"" Nonaka",1.364
1768638,Mat Davidson,1.236
57724,Joseph Koo,3.687
1395212,César Benito,2.379
17748,Craig Wedren,7.129
2664263,Vincent Lagadrillière,0.047
1746448,Yoichiro Yoshikawa,2.393
1625649,Fabrizio Castania,1.509
2516518,Michele Bettali,0.815
2516519,Stefano Carrara,0.686
69077,Nathan Johnson,2.412
2191305,Nicole Weisberg,4.568
1618805,Joe Rudge,1.611
2450028,Jeff Satur,40.289
3080106,Miguel Ángel Conde,0.001
3881655,Lynda Laurence,0.118
2466285,Eduardo Frigerio,0.653
2464511,Federico Martínez,1.789
3867312,Masafumi Tanaka,0.134
3568955,Tanaka Masashi,0.07
1222861,Cris Morena,11.514
6825,Richard Thompson,4.869
3333766,Peter Filleul,0.151
1776977,TOWA TEI,2.389
1082090,Yasunori Iwasaki,7.146
3126960,Lakshmendra Sharma,0.001
3372643,Anthony Eve,0.624
1415750,Justine Barker,2.082
32875,Michel Corriveau,3.725
4720,Kanye West,45.212
84932,Jay-Z,10.47
1043648,Matthijs Kieboom,3.475
2353128,Jonathan Manalo,0.256
2131432,Amin Khatounabadi,0.192
2131433,Baris Ünal,0.625
2367196,Elwin Hendrijanto,2.254
3593540,DL Music,0.062
3353306,Masaki Fujie,0.48
3147155,Sayaka Aoki,2.148
65645,Ceiri Torjussen,4.122
3133720,Hiroyuki Nanba,0.619
1702145,Pedro Luis,0.925
2261924,Olívia Byington,0.937
2030881,Tara Sutaria,16.268
2056491,Kazuo Nobuta,0.865
1800071,Harukichi Yamamoto,2.989
2992728,Hideki Higuchi,0.537
4643194,Sebastián Fuster,0.113
2051326,Dascha Dauenhauer,2.217
2216822,Vadim Karpenko,0.468
551939,Harumi Ibe,3.167
1263346,Tomohide Harada,1.632
37109,François Rauber,1.117
934702,Shuhei Naruse,3.487
2812878,Hiroto Sasaki,0.175
1598536,Chito Kawachi,1.17
2666017,Laurent Bauer,0.707
550644,Patric Caird,1.545
223987,Chrisnanne Wiegel,3.781
1580931,Wim Coryn,1.803
2383506,Jelle Verstraten,1.541
45534,Marco D'Ambrosio,2.594
130555,Jim Moginie,2.317
2280753,Shade,0.861
1690787,Phase Music,0.139
3343426,Seiji Hotta,0.4
4700806,Dmitriy Dankov,0.017
2476107,Roddy Hart,1.15
1673508,Tommy Reilly,0.136
1546622,Mark Wike,3.116
1212834,Tom Ruegger,10.58
1231612,Richard Stone,3.485
2654991,Vadim Nekrasov,0.428
2299661,Tim Rideout,0.616
2809503,Eddie Layton,0.72
2250558,Carpenter Brut,2.869
1423556,Romain Blanc-Tailleur,0.155
1404216,Michael A. Reagan,0.653
1659607,Hiroaki Hagiwara,0.829
130748,Steven Banks,9.912
3328982,Takeshi Yasuda,0.029
1923198,Krzesimir Dębski,1.551
1729069,Radzimir Dębski,1.756
2990543,Michael Van Bodegom Smith,0.017
4209968,Akhil Gopal,0.949
3096152,Ed Goldfarb,0.56
4209970,Geoff Li,0.475
4204134,Kyo Itachi,0.02
1400502,Rémi Boubal,2.7
1400,Wojciech Kilar,6.437
4206323,Mathieu Quenneville,0.045
1413641,Guto Graça Melo,0.724
1662231,Alokananda Dasgupta,3.579
4357484,Mustafa Güzel,0.508
4357486,Gürkan Çakici,0.825
4357483,Mustafa Ersen,1.547
4357485,Jingletv,0.094
1841806,Lasse Enersen,1.919
2179083,Alexandr Turkunov,2.017
2693581,Ilya Zaitsev,1.233
19096,Jeff Alexander,3.968
2562325,Yoshiaki Ogawa,0.145
2819082,Caleb Chan,0.791
2819081,Brian Chan,1.432
4556066,Adam Lastiwka,0.762
4590141,Andrew Wilson,0.001
4590139,Ember Alberson,0.002
4640954,Jacob Sandor,0.001
4641058,Jake McNamara,0.001
4641027,Jason Mlinko,0.001
4640981,Sunset Warrior,0.001
21962,John Frizzell,7.924
1534687,Brian Bulman,2.586
1301231,Shunji Inoue,3.082
2057052,Kenichi Sudo,1.219
3105038,Enrico Delamboye,0.086
1155076,Matthieu Gonet,4.522
2467088,Arno Alyvan,0.519
1115676,Noam Kaniel,8.791
3850965,Johnny Williams,0.001
1147934,Joshua Abrams,0.393
3269594,Score Draw Music,0.264
1311727,Franck Lebon,1.74
1781509,Efrayn R.S.,1.822
1180145,Daniel Sánchez de la Hera,1.047
1244649,Chris Neal,1.861
1991941,Shiyu Yanagida,0.8
2077310,Taro Umebayashi,2.264
1563938,Keisuke Tominaga,0.645
2870820,Taku Matsushiba,0.112
1832347,Yashikin,2.568
3442535,Akihiko Okada,2.044
138848,Miloš Bok,0.412
1413008,Pablo Miyar,1.043
1433087,Brad Hamilton,1.613
4033590,Ludmila Weizman,0.428
3204665,Lyudmila Volkova,0.328
1379421,Patrick Gill,2.167
1994115,Comoesta Yaegashi,0.001
1793792,Vladimir Sivitskiy,1.985
4203920,Vyacheslav Dyachkov,0.002
2016903,Artem Mikhaenkin,0.799
1545018,James McConnel,0.811
2391377,Thibault Kienz Agyeman,0.05
3122361,Jean-Luc Daniel,0.314
3231619,Jonathan Menard,1.544
3775561,Jessi Jordan,1.069
3698375,Show Aratame,1.226
6394,John Lurie,14.75
2000310,Dan Michaelson,1.138
137108,Johnny Flynn,33.113
1365115,Becky Kneubuhl,1.754
1604953,Jason Derlatka,2.804
1665134,Vishnu Vijay,1.934
1456939,János Gyulai-Gaál,0.346
566908,Zsolt Pethő,0.755
4638584,Natan Bádue,0.333
4638794,Rique Azevedo,0.027
1970272,Segun Akinola,5.204
3224717,Rene de Knight,0.02
1443695,John Scott Trotter,1.642
225558,Christophe Héral,3.634
554423,Koba Hayashi,3.569
1790322,Ben Molinaro,1.905
4095329,Ian o'Brien,0.031
28457,Carlos Leresche,0.913
3853534,Hans Schumacher,0.021
1034270,Hikaru Hayashi,5.858
1850833,Rob Manning,1.613
1742270,Anne Nikitin,3.569
1440720,Julien Jaouen,2.127
1080201,Naoshi Miyazaki,2.38
2066425,Tsugutoshi Gotô,1.127
2922066,Yumi Shirakura,0.506
3333086,Hideki Kimura,1.537
2503801,Dionysis Tsaknis,0.287
1643833,David Hayman,0.491
1889608,Adam King,0.465
1896576,Miles Jones,0.616
3516000,Logan Lowery,0.001
1349380,Antony Partos,3.089
4200776,Alexandre Precht,0.028
1708208,Wojciech Lemanski,0.862
1779187,Johannes Ringen,2.971
4131098,Gordon Franks,0.055
2682217,Georgi Ivanov Tutev,0.058
4622076,CITOCA,0.396
3385231,Apollo Nove,0.706
3471196,František Štajgr,0.652
1132457,Vichaya Vatanasapt,5.523
2302913,Agnieszka Putkiewicz,1.123
30822,Gregorio García Segura,3.303
69665,Amotz Plessner,2.415
3174363,Han Kyung-Hoon,0.479
3293893,Trevor Armstrong,0.011
1300429,Luís Cília,3.147
1485971,Richard Pleasance,1.16
1186232,Gennadiy Gladkov,1.368
94239,Maribeth Solomon,2.377
3294248,Side by Side,0.022
2022611,Minako Seki,2.454
1183314,Ladislav Štaidl,2.628
1530662,Jindřich Brabec,0.286
2162717,Jhameel,0.598
3042091,Sinnapa Sarasas,2.383
4098773,Max Jetsada Hongcharoen,0.865
1661001,Pantawit Kiangsiri,2.568
4392661,Zizhu Zhao,0.797
1504813,Ryuichi Takada,3.902
2414093,Frederik Sioen,1.614
1956087,Yosuke Kakegawa,3.66
3420361,Naoyuki Honzawa,2.303
1376698,Christian Skokan,0.001
2013733,Alex Culang,1.694
3108888,Yutaro Ikegaya,0.317
1041255,Timo Hietala,2.16
2898332,Sumika Horiguchi,0.66
1437877,Aaron Drake,3.396
3863871,Toru Takeuchi,0.721
1025532,Kåre Bjerkø,3.717
2595234,Sonny Lanegan,1.106
30872,Roger Neill,7.203
2612800,Juan Andrés Ossandón,0.185
1279372,Jigar Saraiya,5.013
1279371,Sachin Sanghvi,3.993
4648822,Reuben Vincent,0.606
4648820,George Pettus,0.68
1602644,Gleb Matveichuk,2.251
124022,Vince Guaraldi,7.848
123947,Judy Munsen,2.166
3634773,Nikhil Patwardhan,0.512
3634782,Lazer X,0.092
4094964,Hidetaka Andō,0.274
4094966,Tatsuya Seo,0.259
1404554,José Truchado Jr.,0.023
1404555,Javier Linde,1.035
1323173,Roc Chen,1.754
2807435,Leon Skye,0.601
3482207,Gunnar Geertsen,0.207
1477746,Jak de Priester,0.697
1967799,Sam Ewing,2.115
2478871,Ofel Obaja,2.182
226113,Nabil Ali Maher,1.023
2018324,Kana Shibue,2.216
1648282,GussDx - Guillaume Durieux,0.002
43623,Bill Whelan,1.175
2362600,Yoichi Sekine,1.282
1762584,Jeremy Zag,8.697
2118504,Jlo Do Togo,0.002
1188574,Piero Pintucci,1.707
1323323,Francesco Pintucci,0.302
3322097,Emily Ma,1.143
3323220,Eric Graham,0.378
3323235,Clint Bierman,1.084
2597945,Emily Ma,0.579
2633662,DJ Bitman,0.602
1557985,Anik Jean,3.412
1748627,Amber Funk,2.841
49911,Christopher Lennertz,6.835
24192,Dave Jordan,6.7
1379508,Nils Kacirek,1.655
1999383,Mariano Ruiz,0.001
1275130,Lorenz Dangel,2.174
2095477,Joel Haines,1.302
2000462,David Gerald Steinberg,0.394
2031367,Jairo Augusto,2.001
2084300,Julio Hammerschlag,2.248
1159877,Breno Poubel,1.651
2084367,Otto Ricci,1.539
558189,Berna Ceppas,6.642
2084360,Iraumir Machado,1.372
1589008,Yuri Krasavin,1.38
2186034,Jack Hoffman,0.011
47896,Alf Clausen,6.772
1298325,TakaAki Nakahashi,1.721
4591086,Andy Bean,0.959
2368395,Mad Music,0.15
1500801,Muzaffar Ali,1.607
19659,Nathan Barr,6.188
3447406,Dimitri Smith,0.374
1041615,Ralf Hildenbeutel,1.932
3584148,Angela Pascucci,0.365
3584137,Fabio Castelli,0.239
2123240,Naresh Kumaran,1.877
2358923,Ernie Wood,1.425
1608127,Shuji Katayama,6.402
72510,Isao Tomita,2.664
1378474,Atanas Valkov,2.373
4355977,Tomasz Kraśkiewicz,1.183
2182001,Scott Martin,0.122
3423669,Maciej Szczyciński,1.48
4355975,Paweł Zalewski,0.715
3251312,Piotr Waglewski,0.76
4278,Jean-Michel Bernard,2.759
71005,Tony Kosinec,2.899
71004,Asher Ettinger,0.946
4635922,Aditya Mawase,0.305
2726693,Josh Kaufman,0.62
2726692,Justin Rubenstein,0.486
1878963,Scott Francisco,4.581
1125262,Shinji Orito,2.488
2125126,Thomas Cappeau,0.661
1314952,Dan Reynolds,8.198
2325842,Aja Volkman,3.325
1314954,Wayne Sermon,7.141
3193211,Rebeka Warrior,0.151
1903555,Maud Geffray,0.862
24890,Frédéric Talgorn,5.068
2260647,Ricardo Ottoboni,0.913
2260650,P.C. Azevedo,0.032
2144747,Thanus Chalita,2.785
2061060,Samy Lima,0.776
2061064,Marcos Caetano,1.606
4461007,Tetsuya Kobayashi,0.165
1323514,Shoji Meguro,2.715
136214,Ken Lauber,1.494
15813,Alan Menken,7.535
1102479,Tim Truman,3.919
2001092,Güntaç Özdemir,0.521
2001093,Sertaç Özgümüş,2.029
1467738,Koji Nakamura,1.043
4352402,Roman Surja,0.721
32259,Guy Farley,6.492
1302535,Forrest Wheeler,8.683
2159620,Philippe Vidor,0.396
1261465,Olivier Crouet,2.89
1799512,Frank Comstock,2.446
1433901,Hal Mooney,1.446
30267,Ray Heindorf,2.978
1712480,Harvey Cohen,2.713
1576686,Megan Washington,7.099
3074649,Güldiyar Tanridagli,1.189
3714099,Ali Zain,0.293
2006056,Clément Ducol,5.173
1595691,Paul Oja,1.778
1340746,Dave Lawrence,1.746
1918669,Penka Kouneva,3.343
3583421,Gamal Mostafa,0.151
1894650,Takashi Kudou,1.281
2660790,Tamar Lekveishvili,0.008
4352007,Face 2 fAKE,0.044
2660314,Ivan Kurz,0.538
3100524,Takako Ishiguro,0.228
29330,Harry Sukman,3.157
43745,Herman Beeftink,7.697
1603701,Josep Roig,1.041
2397850,Kouhei Yamada,2.729
3187280,Ryuunosuke Kasai,0.775
3497164,Kouji Sawahata,2.001
71268,Chris Bacon,6.077
531,Danny Elfman,13.288
2388496,Charlotte Von Kotze,0.259
2860257,Ricki Askin,0.853
3117397,Masha Khotimsky,0.168
3469155,Roy,1.092
2525969,Sindre Hotvedt,1.052
2344894,Takeo Miratsu,0.6
4029067,Greg Hunter,0.465
4029117,Joseph P. Bussiere,0.013
4029040,Field Operations,0.028
2792422,Ben Zucker,2.16
4029070,Mark Ambor,1.004
1092101,Mario Sévigny,5.233
41956,Tony Hatch,0.854
37669,Hans-Martin Majewski,2.257
105479,Alexander Laszlo,1.736
1338455,Steve Mccroskey,1.954
1807830,Susan Mick,3.018
2093773,Anne Tweedy,0.651
3574701,Doug Petty,0.714
933590,Joachim Horsley,1.847
1070336,T.J. Hill,1.018
1995616,Danny Jacob,1.337
3167766,Hyper Potions,0.028
3460449,Piotr Pacuła-Sergiel,0.572
4696992,Vikalp Sharma,0.001
4696891,Jing Talla,0.012
2811794,Fred Ferraz,0.028
4696899,Jonathan Tiongco,0.028
11468,Joseph LoDuca,4.823
1066850,Jeff Burns,0.805
2480931,Greg Burns,0.779
2857027,Brian Kirk,2.654
1891698,Miles Bergsma,1.852
93223,Brian Kirk,8.327
3255316,Jospeh Conlan,0.564
1538402,Mutato Muzika,2.324
15347,Michael Giacchino,13.849
2942793,Sébastien Perrault,0.334
1408528,Philip Tallman,1.116
587538,Vítězslav Nezval,6.518
3626073,Vladimír Popelka,0.564
2517723,mabanua,1.87
8377,Cliff Martinez,8.653
4063217,Oscillian,0.33
4334201,Simon Landry,0.146
3121862,Louis Sédillot,0.014
1016034,Mark Daniel Dunnett,0.24
2403479,Sergey Chekryzhov,1.956
2311566,Luis Alberto Diazayas,0.798
2064306,Masaaki Sugiyama,1.459
1935401,Susan Ham,2.262
1937891,Po Lin,1.707
1419272,Mark Bensi,3.037
459052,Tobin Stokes,1.782
97894,Allan Love,6.012
2516275,Akiko Shikata,0.997
2077497,Mike Piccirillo,2.621
2846526,Darien Shulman,1.224
1355987,Judy Rothman Rofé,2.317
1989411,Joseph Phillips,1.912
1459545,Mark Williamson,1.851
3612059,Scott Erickson,1.646
72729,Mark Sayer-Wade,1.288
2731890,Emmanuel Becerra,0.002
2731716,Javier Segura,0.002
2535466,Sergio Ruiz de Gamboa,1.171
3280692,Daniela Osorio,0.371
2657140,Adam Kårsnäs,0.008
2077240,Juraj Ďurovič,0.412
138543,Petr Hapka,6.77
2657614,Michael Hradiský,0.433
2043112,Chih-Yuan Hsu,0.557
25472,Lim Giong,6.002
3189736,Kovas,1.351
2658056,Andrés Pérez,1.43
3697330,Hiroshi Motokura,0.945
3697332,Yasumitsu Shinto,0.207
2809084,Jacky Chan,1.138
1199213,Emerzon Texon,4.668
2691609,John Dwyer,0.998
1372994,Terry Devine-King,0.286
2895508,Mario Mariani,0.54
3008148,Bruno Wen-Li,0.227
1687455,Manabu Miwa,1.689
1759124,Jefferson Friedman,2.696
558016,Abel Korzeniowski,8.655
1784568,Simon Birch,1.389
67507,Dan Jones,3.767
1533537,Robin Whittaker,5.156
2638468,Henry van Roden,1.031
558265,Ali Shaheed Muhammad,3.793
1338564,Adrian Younge,3.126
4477004,Maximilian Rubell,1.593
1928066,Vladimir Davydenko,3.402
2022631,Hassan El Shafei,0.116
489607,Zack Ryan,3.429
234938,Philip White,2.563
39069,Jean-Jacques Debout,1.324
588762,Jan Klusák,5.17
2726662,Miloš Holeček,1.694
2779169,Nathan W Klein,1.028
3459648,Siwat Homkham,0.209
3557552,Apiwat Ueathavornsuk,0.939
3275007,Nontanun Anchuleepradit,1.474
5359,Mychael Danna,8.257
3469506,Matthew Cracknell,0.07
11382,Ryuichi Sakamoto,14.296
1850632,Prashanth Srinivas,1.487
2132651,Koguma,0.382
4696414,andreas linse,0.006
2528778,Alan Tyler,1.62
1184983,Luciano Michelini,3.034
1237165,Jan Stevens,3.543
2443002,Josef Ceremuga,0.974
3293740,Mia Riggins,1.144
2029985,Rob Lowry,6.18
2158042,Marcin Masecki,0.785
1210567,Haim Mazar,1.476
2694560,Meghan Persons,0.667
1533101,Andy Ross,3.255
2000187,Yanis Iostinysh,0.568
2776307,Halldor Krogh,0.349
1269350,Øystein Halvorsen,0.925
2899941,Terje Nordgarden,0.08
2279313,Jon Ernst,1.049
2466017,Veronika Zaňková,1.401
1472537,Lukáš Černý,1.603
2140799,Olivier Depardon,0.143
2117750,Johan Hoogeboom,0.595
1250340,Maarten van Roozendaal,0.666
1525811,Fil Eisler,3.259
92595,Gregory Tripi,1.758
1493500,Brett Aplin,2.235
3583157,Naoyuki Chikatani,1.452
3133310,Oktay Nurlaev,0.365
3133309,Marta Ivanova,0.561
3133304,Marko Giacomo,0.548
142570,Guy Michelmore,3.814
1445606,Chris Swanson,3.007
2093665,Jessica Berndt,3.894
4350283,Mathieu Artu,0.004
2616445,Paul Clark,1.344
3339418,Manabu Kuroda,1.147
3455722,Son Ravisut Patipatvasin,0.911
2148096,Shatree Suwanvalaikor,1.093
1708799,Johan Husvik,0.5
549539,Igor Nikolayev,1.273
1094763,Jiří Bažant,3.895
2436886,David Martijn,0.721
2744742,Kunihiro Kawano,0.512
4359351,Agnieszka Szczepańska,0.864
4412114,Adam Świerczyński,1.427
3747564,Piotr Krygier,1.206
3834796,Macio Moretti,1.113
4674148,Kacper Budziszewski,0.518
3929748,Hu Xiao-ou,1.295
553058,Ric Markmann,1.17
3198037,Madoka Fukami,0.897
56342,Shinichiro Watanabe,14.084
1466670,Ben Onono,1.94
3833483,Diego Croci,0.172
1834991,HiTnRuN,1.079
2285437,Stroon,0.065
2869547,Ellie Cumming,0.56
3932865,Budapest Art Orchestra,0.652
1589504,Amie Doherty,3.262
2443032,Iko Kagasoff,1.054
3999115,Léonard Le Cloarec,0.001
3317767,Hans Gefors,0.715
1867885,Rohit Sharma,1.019
1889145,Jesse Novak,3.973
1122253,Michael Brake,1.275
1889161,Andy Gowan,2.327
1391647,Matthew Janszen,4.399
3639295,Eddie Cantor,0.354
2929333,Murray Mencher,1.018
2072117,Charles Tobias,1.466
4302631,Grace Hayes,0.925
1671565,Martina Eisenreich,3.402
986956,Alessandro Molinari,2.605
7207,John Lee Hooker,3.328
50216,Tree Adams,6.874
1991819,Ketan Sodha,5.257
1463861,Marty Beller,5.6
3664461,Grant Floering,0.328
142641,Gabriele Roberto,1.455
3119994,Kenta Higashiohji,1.859
2751286,Jorge Puig,0.482
1352445,Matteo Zingales,2.099
2823534,Tom  Pastro,0.705
1942470,Gary Seeger,1.452
1972015,Margot Clark,1.49
2137904,Rose Mackenzie-Peterson,0.964
3577917,Newton Wayland,0.147
3577889,Robert J. Lurtsema,0.026
1105428,Raimonds Pauls,4.159
1619731,Eric Wegener,0.986
19352,Jacob Groth,3.926
1519432,Alex Levy,4.277
2034867,Laimis Vilkončius,0.064
2164512,Werner Pirchner,0.473
2385056,Heinz Leonhardsberger,1.575
1720153,Jerzy Rogiewicz,2.93
1787767,Roger Jackson,1.455
1580941,Bobby Krlic,2.201
2395566,Yusuke Shirato,2.347
3212957,Don Hunt,0.022
1355968,Jon Mooney,1.491
1669281,Corey Wallace,1.518
45528,Jan Hammer,9.496
4318740,Ed Van Fleet,0.002
1819418,Carrie Hughes,0.602
1423160,Hyadain,6.153
4263911,Tadaaki Tsukada,1.023
3188498,Kohei Sakai,4.067
2890655,Philip A. Kruse,0.041
3293032,Daisuke Mizuta,2.064
2479139,Gianni Stellavato,0.798
2479140,Cristiano Macrì,0.147
1889566,Mathias Dehn Middelhart,0.409
1159936,Paweł Lucewicz,4.313
1023366,Marc Bonilla,3.062
1841297,Jonathan Wolff,1.47
3772186,Jack Diamond,0.994
3158487,Jussi-Pekka Aukia,1.348
1362867,J.K. Arsyn,4.295
2161432,Koyo Sonae,1.627
2161425,Kohei Chida,4.497
3425786,Saki Iihoshi,2.86
3425792,Yoichi Honda,0.867
560802,Eduard Artemyev,11.462
1096253,Jay Ungar,0.911
1545977,Grant Conway,4.813
4434649,Hiroko Yamasaki,0.004
5488,Gabriel Yared,6.006
3613637,Ronit Sarkar,0.288
